cm-1,A
4000.0,0.007181479933320523
3999.0,0.007269796045857202
3998.0,0.007358130121602358
3997.0,0.0074464821678643656
3996.0,0.0074464821678643656
3995.0,0.007402303897961815
3994.0,0.007269796045857202
3993.0,0.007181479933320523
3992.0,0.007093181776687496
3991.0,0.007049039429553483
3990.0,0.00696076819309055
3989.0,0.006872514894289861
3988.0,0.006784279525863024
3987.0,0.006784279525863024
3986.0,0.006740168563263094
3985.0,0.006740168563263094
3984.0,0.006696062080525422
3983.0,0.006651960076740071
3982.0,0.006740168563263094
3981.0,0.006872514894289861
3980.0,0.007004901568658406
3979.0,0.007093181776687496
3978.0,0.007049039429553483
3977.0,0.007004901568658406
3976.0,0.007004901568658406
3975.0,0.007049039429553483
3974.0,0.007181479933320523
3973.0,0.007313960837872058
3972.0,0.007402303897961815
3971.0,0.007402303897961815
3970.0,0.007358130121602358
3969.0,0.007313960837872058
3968.0,0.007181479933320523
3967.0,0.007049039429553483
3966.0,0.006916639301937977
3965.0,0.006828394969235152
3964.0,0.006828394969235152
3963.0,0.006916639301937977
3962.0,0.00696076819309055
3961.0,0.006916639301937977
3960.0,0.006916639301937977
3959.0,0.006872514894289861
3958.0,0.00696076819309055
3957.0,0.007004901568658406
3956.0,0.007137328610972382
3955.0,0.007181479933320523
3954.0,0.007181479933320523
3953.0,0.007093181776687496
3952.0,0.006916639301937977
3951.0,0.006784279525863024
3950.0,0.006740168563263094
3949.0,0.006784279525863024
3948.0,0.006872514894289861
3947.0,0.006872514894289861
3946.0,0.006828394969235152
3945.0,0.006872514894289861
3944.0,0.00696076819309055
3943.0,0.007093181776687496
3942.0,0.007137328610972382
3941.0,0.007093181776687496
3940.0,0.007004901568658406
3939.0,0.007004901568658406
3938.0,0.007004901568658406
3937.0,0.00696076819309055
3936.0,0.006828394969235152
3935.0,0.006696062080525422
3934.0,0.006651960076740071
3933.0,0.006651960076740071
3932.0,0.006740168563263094
3931.0,0.006828394969235152
3930.0,0.006784279525863024
3929.0,0.006696062080525422
3928.0,0.006651960076740071
3927.0,0.006696062080525422
3926.0,0.006828394969235152
3925.0,0.006872514894289861
3924.0,0.006828394969235152
3923.0,0.006651960076740071
3922.0,0.00656376950238835
3921.0,0.006519680930003435
3920.0,0.00656376950238835
3919.0,0.006651960076740071
3918.0,0.006740168563263094
3917.0,0.006740168563263094
3916.0,0.006696062080525422
3915.0,0.006696062080525422
3914.0,0.006696062080525422
3913.0,0.006828394969235152
3912.0,0.006916639301937977
3911.0,0.007004901568658406
3910.0,0.007004901568658406
3909.0,0.00696076819309055
3908.0,0.006828394969235152
3907.0,0.006696062080525422
3906.0,0.006519680930003435
3905.0,0.006299305179649828
3904.0,0.006035001804881146
3903.0,0.00577085918230158
3902.0,0.005638848091999105
3901.0,0.005726851026829571
3900.0,0.005946936412324799
3899.0,0.006167133386013823
3898.0,0.006343371384537999
3897.0,0.006519680930003435
3896.0,0.006696062080525422
3895.0,0.006784279525863024
3894.0,0.006828394969235152
3893.0,0.006872514894289861
3892.0,0.00696076819309055
3891.0,0.006872514894289861
3890.0,0.006651960076740071
3889.0,0.006431517210272464
3888.0,0.006431517210272464
3887.0,0.006519680930003435
3886.0,0.00656376950238835
3885.0,0.006387442061109638
3884.0,0.00612308505878878
3883.0,0.006035001804881146
3882.0,0.00621118618129457
3881.0,0.00656376950238835
3880.0,0.006828394969235152
3879.0,0.006828394969235152
3878.0,0.006740168563263094
3877.0,0.006696062080525422
3876.0,0.006740168563263094
3875.0,0.006740168563263094
3874.0,0.00656376950238835
3873.0,0.00625524344553785
3872.0,0.005990966876386672
3871.0,0.005946936412324799
3870.0,0.006035001804881146
3869.0,0.006035001804881146
3868.0,0.005990966876386672
3867.0,0.006035001804881146
3866.0,0.00625524344553785
3865.0,0.00656376950238835
3864.0,0.006872514894289861
3863.0,0.007049039429553483
3862.0,0.007093181776687496
3861.0,0.007093181776687496
3860.0,0.007049039429553483
3859.0,0.006872514894289861
3858.0,0.006607862550997545
3857.0,0.00621118618129457
3856.0,0.005814871797682919
3855.0,0.005682847330363394
3854.0,0.00577085918230158
3853.0,0.005594853310833647
3852.0,0.005243055412371911
3851.0,0.005243055412371911
3850.0,0.00577085918230158
3849.0,0.006343371384537999
3848.0,0.006651960076740071
3847.0,0.006740168563263094
3846.0,0.006696062080525422
3845.0,0.00656376950238835
3844.0,0.006475596832934416
3843.0,0.00625524344553785
3842.0,0.006035001804881146
3841.0,0.00577085918230158
3840.0,0.005594853310833647
3839.0,0.005506877116487674
3838.0,0.005506877116487674
3837.0,0.005550862985963967
3836.0,0.005638848091999105
3835.0,0.005814871797682919
3834.0,0.00612308505878878
3833.0,0.006387442061109638
3832.0,0.006607862550997545
3831.0,0.006740168563263094
3830.0,0.006784279525863024
3829.0,0.006828394969235152
3828.0,0.00696076819309055
3827.0,0.007137328610972382
3826.0,0.007181479933320523
3825.0,0.007049039429553483
3824.0,0.006828394969235152
3823.0,0.006651960076740071
3822.0,0.006607862550997545
3821.0,0.006607862550997545
3820.0,0.006343371384537999
3819.0,0.00612308505878878
3818.0,0.00621118618129457
3817.0,0.00656376950238835
3816.0,0.006916639301937977
3815.0,0.00696076819309055
3814.0,0.006828394969235152
3813.0,0.006872514894289861
3812.0,0.00696076819309055
3811.0,0.00696076819309055
3810.0,0.006872514894289861
3809.0,0.006784279525863024
3808.0,0.006872514894289861
3807.0,0.00696076819309055
3806.0,0.006828394969235152
3805.0,0.006519680930003435
3804.0,0.006343371384537999
3803.0,0.006343371384537999
3802.0,0.00656376950238835
3801.0,0.006651960076740071
3800.0,0.006519680930003435
3799.0,0.006475596832934416
3798.0,0.006696062080525422
3797.0,0.007004901568658406
3796.0,0.007181479933320523
3795.0,0.007269796045857202
3794.0,0.007313960837872058
3793.0,0.007402303897961815
3792.0,0.007490664932224611
3791.0,0.007490664932224611
3790.0,0.007402303897961815
3789.0,0.007225635744644521
3788.0,0.007093181776687496
3787.0,0.007137328610972382
3786.0,0.007313960837872058
3785.0,0.007534852191956709
3784.0,0.0075790439479759275
3783.0,0.007490664932224611
3782.0,0.0074464821678643656
3781.0,0.007534852191956709
3780.0,0.007711646202907652
3779.0,0.007844288957383316
3778.0,0.007844288957383316
3777.0,0.007844288957383316
3776.0,0.007888512213050314
3775.0,0.007932739972333236
3774.0,0.007888512213050314
3773.0,0.007800070204414977
3772.0,0.007755855953228474
3771.0,0.007755855953228474
3770.0,0.007711646202907652
3769.0,0.007534852191956709
3768.0,0.007358130121602358
3767.0,0.007358130121602358
3766.0,0.007490664932224611
3765.0,0.007534852191956709
3764.0,0.0074464821678643656
3763.0,0.007269796045857202
3762.0,0.007137328610972382
3761.0,0.007093181776687496
3760.0,0.007181479933320523
3759.0,0.007313960837872058
3758.0,0.007358130121602358
3757.0,0.007225635744644521
3756.0,0.00696076819309055
3755.0,0.006651960076740071
3754.0,0.006299305179649828
3753.0,0.006035001804881146
3752.0,0.006079041198713275
3751.0,0.00621118618129457
3750.0,0.006167133386013823
3749.0,0.005858888873877532
3748.0,0.005638848091999105
3747.0,0.005550862985963967
3746.0,0.005638848091999105
3745.0,0.00590291041179003
3744.0,0.006035001804881146
3743.0,0.005946936412324799
3742.0,0.006035001804881146
3741.0,0.006343371384537999
3740.0,0.006475596832934416
3739.0,0.006343371384537999
3738.0,0.006079041198713275
3737.0,0.005946936412324799
3736.0,0.005946936412324799
3735.0,0.00590291041179003
3734.0,0.005814871797682919
3733.0,0.00590291041179003
3732.0,0.00625524344553785
3731.0,0.006651960076740071
3730.0,0.007049039429553483
3729.0,0.007269796045857202
3728.0,0.007402303897961815
3727.0,0.007402303897961815
3726.0,0.007269796045857202
3725.0,0.007181479933320523
3724.0,0.007225635744644521
3723.0,0.007402303897961815
3722.0,0.00762324020119709
3721.0,0.007755855953228474
3720.0,0.007800070204414977
3719.0,0.007800070204414977
3718.0,0.007755855953228474
3717.0,0.0075790439479759275
3716.0,0.007269796045857202
3715.0,0.007004901568658406
3714.0,0.006872514894289861
3713.0,0.00696076819309055
3712.0,0.007137328610972382
3711.0,0.007137328610972382
3710.0,0.007004901568658406
3709.0,0.006916639301937977
3708.0,0.007049039429553483
3707.0,0.007269796045857202
3706.0,0.0074464821678643656
3705.0,0.007534852191956709
3704.0,0.0075790439479759275
3703.0,0.007667440952535687
3702.0,0.007667440952535687
3701.0,0.00762324020119709
3700.0,0.0075790439479759275
3699.0,0.00762324020119709
3698.0,0.007800070204414977
3697.0,0.007976972236149349
3696.0,0.007976972236149349
3695.0,0.007844288957383316
3694.0,0.007490664932224611
3693.0,0.007137328610972382
3692.0,0.006784279525863024
3691.0,0.006607862550997545
3690.0,0.006607862550997545
3689.0,0.006740168563263094
3688.0,0.006828394969235152
3687.0,0.006916639301937977
3686.0,0.007181479933320523
3685.0,0.0074464821678643656
3684.0,0.007667440952535687
3683.0,0.007667440952535687
3682.0,0.0075790439479759275
3681.0,0.007358130121602358
3680.0,0.007004901568658406
3679.0,0.00656376950238835
3678.0,0.00621118618129457
3677.0,0.00625524344553785
3676.0,0.006651960076740071
3675.0,0.006784279525863024
3674.0,0.00656376950238835
3673.0,0.006431517210272464
3672.0,0.006696062080525422
3671.0,0.007137328610972382
3670.0,0.007490664932224611
3669.0,0.007534852191956709
3668.0,0.007402303897961815
3667.0,0.007534852191956709
3666.0,0.007844288957383316
3665.0,0.008109696063975047
3664.0,0.008286724286910463
3663.0,0.008330992620051436
3662.0,0.008330992620051436
3661.0,0.008286724286910463
3660.0,0.008153946355103248
3659.0,0.008065450281052211
3658.0,0.008021209005416363
3657.0,0.008065450281052211
3656.0,0.008065450281052211
3655.0,0.007844288957383316
3654.0,0.007490664932224611
3653.0,0.007137328610972382
3652.0,0.006784279525863024
3651.0,0.00656376950238835
3650.0,0.006696062080525422
3649.0,0.006872514894289861
3648.0,0.00696076819309055
3647.0,0.007093181776687496
3646.0,0.007402303897961815
3645.0,0.007755855953228474
3644.0,0.007976972236149349
3643.0,0.008109696063975047
3642.0,0.008198201155356077
3641.0,0.008198201155356077
3640.0,0.008286724286910463
3639.0,0.008375265465994541
3638.0,0.008375265465994541
3637.0,0.008330992620051436
3636.0,0.008242460465651913
3635.0,0.008109696063975047
3634.0,0.007976972236149349
3633.0,0.007667440952535687
3632.0,0.007269796045857202
3631.0,0.006916639301937977
3630.0,0.006916639301937977
3629.0,0.007358130121602358
3628.0,0.007711646202907652
3627.0,0.007888512213050314
3626.0,0.008153946355103248
3625.0,0.00850811108984062
3624.0,0.008685301823389224
3623.0,0.008640997362049818
3622.0,0.008552401996197112
3621.0,0.008463824699968647
3620.0,0.008463824699968647
3619.0,0.008419542825660153
3618.0,0.008242460465651913
3617.0,0.008021209005416363
3616.0,0.007800070204414977
3615.0,0.007711646202907652
3614.0,0.00762324020119709
3613.0,0.00762324020119709
3612.0,0.00762324020119709
3611.0,0.007755855953228474
3610.0,0.007932739972333236
3609.0,0.008153946355103248
3608.0,0.008375265465994541
3607.0,0.008463824699968647
3606.0,0.008463824699968647
3605.0,0.008419542825660153
3604.0,0.008375265465994541
3603.0,0.008375265465994541
3602.0,0.008463824699968647
3601.0,0.008685301823389224
3600.0,0.008906891951112605
3599.0,0.008995559669244813
3598.0,0.008906891951112605
3597.0,0.008685301823389224
3596.0,0.008596697419959609
3595.0,0.008596697419959609
3594.0,0.008640997362049818
3593.0,0.0087296108049002
3592.0,0.008685301823389224
3591.0,0.008640997362049818
3590.0,0.008463824699968647
3589.0,0.008286724286910463
3588.0,0.008153946355103248
3587.0,0.008021209005416363
3586.0,0.007976972236149349
3585.0,0.008153946355103248
3584.0,0.008552401996197112
3583.0,0.008951223547323472
3582.0,0.009128595198514056
3581.0,0.009128595198514056
3580.0,0.009039900317800775
3579.0,0.008995559669244813
3578.0,0.009039900317800775
3577.0,0.009128595198514056
3576.0,0.009217308196862062
3575.0,0.009261671492462709
3574.0,0.009128595198514056
3573.0,0.008951223547323472
3572.0,0.008640997362049818
3571.0,0.008330992620051436
3570.0,0.008021209005416363
3569.0,0.007888512213050314
3568.0,0.007976972236149349
3567.0,0.008198201155356077
3566.0,0.008242460465651913
3565.0,0.008242460465651913
3564.0,0.008419542825660153
3563.0,0.0087296108049002
3562.0,0.009039900317800775
3561.0,0.009217308196862062
3560.0,0.009261671492462709
3559.0,0.009217308196862062
3558.0,0.009172949432521227
3557.0,0.009172949432521227
3556.0,0.009217308196862062
3555.0,0.009217308196862062
3554.0,0.009172949432521227
3553.0,0.009039900317800775
3552.0,0.008862564879688284
3551.0,0.008773924307505121
3550.0,0.0087296108049002
3549.0,0.008818242332126802
3548.0,0.008951223547323472
3547.0,0.009128595198514056
3546.0,0.009261671492462709
3545.0,0.009350411681145587
3544.0,0.009439170005980158
3543.0,0.009483555971770974
3542.0,0.009572341514736404
3541.0,0.00966114521239847
3540.0,0.009705553871561357
3539.0,0.00974996707218323
3538.0,0.009705553871561357
3537.0,0.00974996707218323
3536.0,0.009838807101520963
3535.0,0.009927665307847056
3534.0,0.009972101229705377
3533.0,0.009927665307847056
3532.0,0.009794384815193347
3531.0,0.009616741093766423
3530.0,0.009527946474380489
3529.0,0.009483555971770974
3528.0,0.009439170005980158
3527.0,0.009350411681145587
3526.0,0.009217308196862062
3525.0,0.009128595198514056
3524.0,0.00908424549391551
3523.0,0.009217308196862062
3522.0,0.009306039320248427
3521.0,0.009439170005980158
3520.0,0.009527946474380489
3519.0,0.009616741093766423
3518.0,0.00966114521239847
3517.0,0.009705553871561357
3516.0,0.009705553871561357
3515.0,0.009705553871561357
3514.0,0.009705553871561357
3513.0,0.00966114521239847
3512.0,0.009616741093766423
3511.0,0.009572341514736404
3510.0,0.009527946474380489
3509.0,0.009527946474380489
3508.0,0.009483555971770974
3507.0,0.009483555971770974
3506.0,0.009527946474380489
3505.0,0.00966114521239847
3504.0,0.009838807101520963
3503.0,0.009927665307847056
3502.0,0.009883233932095559
3501.0,0.00974996707218323
3500.0,0.009572341514736404
3499.0,0.009439170005980158
3498.0,0.009439170005980158
3497.0,0.009527946474380489
3496.0,0.00974996707218323
3495.0,0.009972101229705377
3494.0,0.010105436281226954
3493.0,0.010105436281226954
3492.0,0.009972101229705377
3491.0,0.009794384815193347
3490.0,0.00974996707218323
3489.0,0.009838807101520963
3488.0,0.009972101229705377
3487.0,0.01001654169860089
3486.0,0.009972101229705377
3485.0,0.009838807101520963
3484.0,0.009705553871561357
3483.0,0.00966114521239847
3482.0,0.00966114521239847
3481.0,0.00966114521239847
3480.0,0.009705553871561357
3479.0,0.009838807101520963
3478.0,0.009972101229705377
3477.0,0.010149890396819572
3476.0,0.010327752376126709
3475.0,0.01046119667949763
3474.0,0.010505687227290839
3473.0,0.010505687227290839
3472.0,0.010550182333308289
3471.0,0.010594681998483901
3470.0,0.010639186223752484
3469.0,0.010639186223752484
3468.0,0.010594681998483901
3467.0,0.010550182333308289
3466.0,0.01046119667949763
3465.0,0.010327752376126709
3464.0,0.010149890396819572
3463.0,0.010060986715464404
3462.0,0.01001654169860089
3461.0,0.01001654169860089
3460.0,0.01001654169860089
3459.0,0.009972101229705377
3458.0,0.009927665307847056
3457.0,0.009883233932095559
3456.0,0.009883233932095559
3455.0,0.009927665307847056
3454.0,0.01001654169860089
3453.0,0.010149890396819572
3452.0,0.01023881228122181
3451.0,0.01023881228122181
3450.0,0.01023881228122181
3449.0,0.010149890396819572
3448.0,0.010060986715464404
3447.0,0.009883233932095559
3446.0,0.009705553871561357
3445.0,0.00966114521239847
3444.0,0.00974996707218323
3443.0,0.009972101229705377
3442.0,0.010194349063173958
3441.0,0.010327752376126709
3440.0,0.01023881228122181
3439.0,0.010105436281226954
3438.0,0.009927665307847056
3437.0,0.009838807101520963
3436.0,0.009883233932095559
3435.0,0.009972101229705377
3434.0,0.010105436281226954
3433.0,0.010149890396819572
3432.0,0.010105436281226954
3431.0,0.01001654169860089
3430.0,0.009927665307847056
3429.0,0.009883233932095559
3428.0,0.009927665307847056
3427.0,0.01001654169860089
3426.0,0.010149890396819572
3425.0,0.010327752376126709
3424.0,0.01046119667949763
3423.0,0.01046119667949763
3422.0,0.010416710688994968
3421.0,0.010327752376126709
3420.0,0.010283280051895272
3419.0,0.010283280051895272
3418.0,0.010283280051895272
3417.0,0.010283280051895272
3416.0,0.010283280051895272
3415.0,0.01023881228122181
3414.0,0.01023881228122181
3413.0,0.010283280051895272
3412.0,0.01037222925484893
3411.0,0.01037222925484893
3410.0,0.01037222925484893
3409.0,0.01037222925484893
3408.0,0.01037222925484893
3407.0,0.010416710688994968
3406.0,0.01037222925484893
3405.0,0.01037222925484893
3404.0,0.010416710688994968
3403.0,0.01046119667949763
3402.0,0.01046119667949763
3401.0,0.010416710688994968
3400.0,0.010327752376126709
3399.0,0.010283280051895272
3398.0,0.01023881228122181
3397.0,0.010283280051895272
3396.0,0.01037222925484893
3395.0,0.01046119667949763
3394.0,0.010550182333308289
3393.0,0.010550182333308289
3392.0,0.010505687227290839
3391.0,0.01046119667949763
3390.0,0.010416710688994968
3389.0,0.010416710688994968
3388.0,0.01037222925484893
3387.0,0.01037222925484893
3386.0,0.010416710688994968
3385.0,0.01046119667949763
3384.0,0.010505687227290839
3383.0,0.01046119667949763
3382.0,0.010416710688994968
3381.0,0.010327752376126709
3380.0,0.01023881228122181
3379.0,0.010149890396819572
3378.0,0.010149890396819572
3377.0,0.010194349063173958
3376.0,0.01037222925484893
3375.0,0.010505687227290839
3374.0,0.010550182333308289
3373.0,0.01046119667949763
3372.0,0.010283280051895272
3371.0,0.010194349063173958
3370.0,0.01023881228122181
3369.0,0.010283280051895272
3368.0,0.010327752376126709
3367.0,0.010327752376126709
3366.0,0.010283280051895272
3365.0,0.01023881228122181
3364.0,0.01023881228122181
3363.0,0.01023881228122181
