cm-1,Intensity
-123.878,1857.45
-120.866,1857.45
-117.855,1856.75
-114.845,1856.95
-111.836,1859.55
-108.828,1857.35
-105.821,1858.7
-102.815,1858.35
-99.8104,1857.1
-96.8065,1855.9
-93.8036,1855.9
-90.8016,1857.3
-87.8007,1857.8
-84.8008,1856.8
-81.8019,1857.65
-78.8039,1857.6
-75.807,1858.2
-72.8111,1857.8
-69.8161,1858.5
-66.8222,1858.4
-63.8293,1857.95
-60.8373,1858.1
-57.8464,1859.25
-54.8564,1856.6
-51.8675,1857.5
-48.8795,1857.0
-45.8926,1856.35
-42.9066,1857.35
-39.9216,1859.15
-36.9377,1858.1
-33.9547,1859.65
-30.9727,1858.45
-27.9917,1859.35
-25.0117,1860.55
-22.0326,1859.85
-19.0546,1865.25
-16.0776,1880.55
-13.1015,1958.4
-10.1265,2272.1
-7.1524,2754.5
-4.17932,3131.55
-1.20723,3038.65
1.76388,2768.8
4.734,2273.15
7.70313,1940.9
10.6713,1867.5
13.6384,1859.4
16.6046,1859.0
19.5698,1858.15
22.534,1860.3
25.4972,1859.75
28.4595,1861.7
31.4207,1861.25
34.381,1861.3
37.3403,1861.9
40.2986,1865.7
43.256,1869.05
46.2123,1881.9
49.1677,1935.75
52.1221,2073.2
55.0755,2340.2
58.0279,2727.45
60.9794,3108.3
63.9299,3432.0
66.8794,3615.85
69.8279,3699.15
72.7754,3764.65
75.722,3760.85
78.6676,3731.45
81.6122,3701.4
84.5559,3716.75
87.4985,3722.0
90.4402,3763.4
93.381,3795.1
96.3207,3819.2
99.2595,3809.8
102.197,3815.6
105.134,3799.45
108.07,3820.8
111.005,3841.35
113.939,3869.4
116.872,3924.05
119.804,3872.85
122.735,3878.8
125.665,3855.5
128.594,3812.6
131.522,3803.35
134.449,3769.55
137.375,3759.9
140.301,3808.5
143.225,3787.75
146.148,3760.1
149.07,3760.25
151.992,3758.55
154.912,3783.15
157.832,3762.55
160.75,3777.6
163.668,3811.25
166.584,3792.55
169.5,3769.1
172.414,3752.55
175.328,3809.7
178.241,3786.1
181.153,3823.4
184.063,3830.1
186.973,3820.65
189.882,3888.4
192.79,3919.2
195.697,3912.05
198.603,3943.45
201.508,3937.2
204.412,3903.5
207.315,3892.0
210.217,3917.55
213.119,3922.75
216.019,3944.8
218.918,3942.4
221.816,3928.45
224.714,3926.0
227.61,3936.55
230.506,3956.5
233.4,3950.45
236.294,3985.6
239.187,3959.3
242.078,3937.45
244.969,3926.65
247.859,3969.1
250.748,3994.65
253.636,4021.4
256.523,4002.7
259.409,4031.3
262.294,4072.35
265.178,4054.05
268.061,4031.0
270.943,4102.1
273.824,4117.95
276.705,4124.5
279.584,4117.25
282.463,4137.9
285.34,4065.75
288.217,4065.15
291.092,4124.5
293.967,4164.65
296.841,4137.85
299.713,4090.55
302.585,4091.0
305.456,4095.55
308.326,4117.95
311.195,4154.5
314.063,4199.3
316.93,4211.6
319.797,4212.95
322.662,4187.6
325.526,4180.1
328.389,4190.6
331.252,4192.6
334.113,4168.75
336.974,4164.55
339.834,4211.95
342.692,4252.75
345.55,4287.7
348.407,4289.8
351.263,4288.3
354.118,4295.3
356.972,4283.85
359.825,4286.5
362.677,4328.65
365.529,4323.7
368.379,4321.1
371.228,4271.3
374.077,4320.75
376.924,4367.0
379.771,4353.15
382.616,4387.95
