cm-1,Intensity
-123.878,1850.6
-120.866,1851.2
-117.855,1851.1
-114.845,1851.7
-111.836,1851.5
-108.828,1851.9
-105.821,1850.95
-102.815,1851.3
-99.8104,1850.95
-96.8065,1851.45
-93.8036,1852.3
-90.8016,1851.8
-87.8007,1851.95
-84.8008,1852.0
-81.8019,1852.65
-78.8039,1851.85
-75.807,1852.45
-72.8111,1852.75
-69.8161,1851.95
-66.8222,1851.8
-63.8293,1851.9
-60.8373,1852.2
-57.8464,1851.1
-54.8564,1852.2
-51.8675,1851.95
-48.8795,1851.95
-45.8926,1851.7
-42.9066,1852.15
-39.9216,1851.9
-36.9377,1853.4
-33.9547,1853.0
-30.9727,1852.85
-27.9917,1854.15
-25.0117,1856.1
-22.0326,1858.25
-19.0546,1863.25
-16.0776,1880.75
-13.1015,1960.85
-10.1265,2272.25
-7.1524,3081.15
-4.17932,3974.1
-1.20723,3781.25
1.76388,3348.65
4.734,2512.05
7.70313,1978.05
10.6713,1866.9
13.6384,1854.75
16.6046,1852.25
19.5698,1853.4
22.534,1851.9
25.4972,1852.4
28.4595,1852.15
31.4207,1853.3
34.381,1852.85
37.3403,1852.8
40.2986,1850.8
43.256,1853.15
46.2123,1855.35
49.1677,1860.15
52.1221,1872.7
55.0755,1897.3
58.0279,1925.35
60.9794,1951.7
63.9299,1971.7
66.8794,1992.25
69.8279,1999.4
72.7754,1998.4
75.722,2001.6
78.6676,1997.4
81.6122,2000.85
84.5559,2004.4
87.4985,2015.15
90.4402,2021.75
93.381,2034.25
96.3207,2038.45
99.2595,2051.0
102.197,2056.7
105.134,2071.5
108.07,2060.2
111.005,2063.9
113.939,2048.4
116.872,2042.4
119.804,2040.9
122.735,2038.25
125.665,2041.05
128.594,2038.65
131.522,2033.25
134.449,2016.2
137.375,2011.45
140.301,2014.9
143.225,2007.45
146.148,2003.25
149.07,1996.9
151.992,2000.5
154.912,1999.6
157.832,2005.6
160.75,2017.3
163.668,2018.4
166.584,2020.1
169.5,2028.45
172.414,2035.8
175.328,2040.5
178.241,2041.25
181.153,2040.55
184.063,2020.35
186.973,2017.95
189.882,2008.1
192.79,2002.85
195.697,1997.8
198.603,1999.3
201.508,1999.7
204.412,1996.35
207.315,1994.3
210.217,1992.85
213.119,1991.9
216.019,1992.45
218.918,1994.95
221.816,1996.15
224.714,1995.1
227.61,2001.35
230.506,2007.5
233.4,2004.35
236.294,2011.1
239.187,2009.5
242.078,2017.65
244.969,2018.8
247.859,2019.85
250.748,2016.35
253.636,2012.8
256.523,1995.75
259.409,1994.1
262.294,1993.65
265.178,1986.85
268.061,1985.45
270.943,1977.85
273.824,1977.45
276.705,1984.85
279.584,1977.4
282.463,1978.6
285.34,1977.1
288.217,1973.4
291.092,1977.4
293.967,1978.6
296.841,1985.8
299.713,1994.1
302.585,1990.45
305.456,1988.7
308.326,1999.35
311.195,1999.05
314.063,2004.85
316.93,2009.55
319.797,1998.7
322.662,1992.9
325.526,1991.9
328.389,1993.5
331.252,1986.25
334.113,1988.7
336.974,1979.2
339.834,1983.0
342.692,1979.4
345.55,1979.15
348.407,1978.75
351.263,1985.05
354.118,1974.6
