cm-1,Intensity
109.24,5939.9
113.61,5919.45
117.976,5839.5
122.339,5773.5
126.699,5744.7
131.056,5709.65
135.41,5697.3
139.761,5682.2
144.108,5684.9
148.453,5679.7
152.795,5629.2
157.133,5605.3
161.468,5642.75
165.8,5635.15
170.13,5680.35
174.456,5601.75
178.779,5602.95
183.099,5601.55
187.416,5561.95
191.729,5537.9
196.04,5502.45
200.348,5521.25
204.653,5532.35
208.954,5510.05
213.253,5490.35
217.548,5483.6
221.841,5455.8
226.13,5424.75
230.417,5462.4
234.7,5434.9
238.98,5428.2
243.258,5430.0
247.532,5421.45
251.803,5454.8
256.072,5436.7
260.337,5404.0
264.599,5403.4
268.859,5399.15
273.115,5337.3
277.368,5339.7
281.618,5312.85
285.866,5301.6
290.11,5321.6
294.351,5293.85
298.59,5301.35
302.825,5248.15
307.057,5234.05
311.287,5243.8
315.513,5251.2
319.737,5253.25
323.957,5255.75
328.175,5234.35
332.389,5217.05
336.601,5191.85
340.809,5205.8
345.015,5182.9
349.218,5168.45
353.418,5166.25
357.615,5182.6
361.808,5173.3
365.999,5147.25
370.188,5131.2
374.373,5121.65
378.555,5120.75
382.734,5099.05
386.911,5117.25
391.084,5161.4
395.255,5169.05
399.422,5142.7
403.587,5141.25
407.749,5058.5
411.908,5068.0
416.064,5078.25
420.217,5039.95
424.367,5039.7
428.514,5034.75
432.659,5021.1
436.8,5022.05
440.939,4999.45
445.075,4982.6
449.208,5004.05
453.338,4981.35
457.465,4999.1
461.589,4988.95
465.711,4966.65
469.829,4943.35
473.945,4935.75
478.058,4951.4
482.168,4972.6
486.275,4961.7
490.379,4946.9
494.481,4918.75
498.579,4884.25
502.675,4877.15
506.768,4905.45
510.858,4870.35
514.946,4868.15
519.03,4862.85
523.112,4854.35
527.191,4845.6
531.267,4855.55
535.34,4853.45
539.41,4841.25
543.478,4808.95
547.542,4800.55
551.604,4786.1
555.664,4808.65
559.72,4827.25
563.773,4798.35
567.824,4769.9
571.872,4760.75
575.917,4757.45
579.96,4767.75
583.999,4768.3
588.036,4776.3
592.07,4778.95
596.102,4758.6
600.13,4712.3
604.156,4737.05
608.179,4740.85
612.199,4728.9
616.216,4740.85
620.231,4710.25
624.243,4708.35
628.252,4688.0
632.259,4672.15
636.262,4688.85
640.263,4739.1
644.261,4714.05
648.257,4677.95
652.25,4658.6
656.24,4651.05
660.227,4663.6
664.211,4646.1
668.193,4673.85
672.172,4730.75
676.149,4818.25
680.122,4795.3
684.093,4734.95
688.062,4662.3
692.027,4640.55
695.99,4645.75
699.95,4609.55
703.907,4622.6
707.862,4631.6
711.814,4603.45
715.763,4593.45
719.71,4626.75
723.654,4611.25
727.595,4602.2
731.534,4583.35
735.47,4596.9
739.403,4658.2
743.334,4720.15
747.261,4700.75
751.187,4629.1
755.109,4581.75
759.029,4554.65
762.946,4563.85
766.861,4561.55
770.773,4565.3
774.682,4552.1
778.589,4572.1
782.493,4582.55
786.394,4560.2
790.293,4546.3
794.189,4517.45
798.082,4574.9
801.973,4616.15
805.861,4598.9
809.746,4605.9
813.629,4575.4
817.509,4542.7
821.387,4539.3
825.262,4560.3
829.134,4577.9
833.004,4584.25
836.871,4571.85
840.736,4566.45
844.598,4564.5
848.457,4531.05
852.314,4525.75
856.168,4490.8
860.019,4461.95
863.868,4471.8
867.715,4467.5
871.558,4474.0
875.4,4488.6
879.238,4466.15
883.074,4454.95
886.908,4453.8
890.738,4453.25
894.567,4452.6
898.392,4440.15
902.216,4441.15
906.036,4431.0
909.854,4438.45
913.669,4444.85
917.482,4427.1
921.293,4405.6
925.1,4413.2
928.906,4429.1
932.708,4427.95
936.508,4434.05
940.306,4436.8
944.101,4450.95
947.894,4444.15
951.684,4426.25
955.471,4427.95
959.256,4438.65
963.038,4430.4
966.818,4430.15
970.595,4417.65
974.37,4403.9
978.142,4394.4
981.912,4394.85
985.679,4399.95
989.444,4397.45
993.206,4409.8
996.966,4411.25
1000.72,4417.55
1004.48,4411.95
1008.23,4387.65
1011.98,4368.05
1015.73,4354.55
1019.47,4364.25
1023.21,4368.95
1026.95,4372.9
1030.69,4374.3
1034.43,4361.7
1038.16,4372.0
1041.89,4381.1
1045.61,4366.85
1049.34,4364.1
1053.06,4355.05
1056.78,4336.25
1060.5,4332.25
1064.21,4311.35
1067.93,4318.5
1071.64,4332.95
1075.34,4344.25
1079.05,4337.65
1082.75,4347.3
1086.45,4333.6
1090.15,4323.5
1093.85,4327.65
1097.54,4326.6
1101.23,4334.65
1104.92,4349.7
1108.6,4342.05
1112.29,4331.45
1115.97,4322.7
1119.64,4317.2
1123.32,4319.55
