cm-1,Intensity
-123.878,1853.05
-120.866,1850.4
-117.855,1852.15
-114.845,1852.15
-111.836,1851.75
-108.828,1851.55
-105.821,1851.4
-102.815,1851.55
-99.8104,1851.2
-96.8065,1851.65
-93.8036,1851.65
-90.8016,1851.35
-87.8007,1853.0
-84.8008,1852.9
-81.8019,1851.9
-78.8039,1851.05
-75.807,1850.45
-72.8111,1852.2
-69.8161,1853.35
-66.8222,1851.35
-63.8293,1851.7
-60.8373,1851.9
-57.8464,1850.75
-54.8564,1851.95
-51.8675,1851.55
-48.8795,1853.2
-45.8926,1851.8
-42.9066,1851.9
-39.9216,1853.05
-36.9377,1853.4
-33.9547,1853.6
-30.9727,1854.6
-27.9917,1854.65
-25.0117,1856.85
-22.0326,1857.7
-19.0546,1859.15
-16.0776,1876.55
-13.1015,1945.4
-10.1265,2175.3
-7.1524,2656.5
-4.17932,3250.2
-1.20723,3242.05
1.76388,2998.75
4.734,2367.15
7.70313,1954.65
10.6713,1862.15
13.6384,1854.25
16.6046,1853.1
19.5698,1852.45
22.534,1853.9
25.4972,1853.95
28.4595,1853.1
31.4207,1853.35
34.381,1852.9
37.3403,1852.8
40.2986,1852.95
43.256,1855.9
46.2123,1859.9
49.1677,1872.7
52.1221,1908.55
55.0755,1986.8
58.0279,2093.05
60.9794,2195.35
63.9299,2284.1
66.8794,2337.4
69.8279,2365.9
72.7754,2388.05
75.722,2399.35
78.6676,2390.65
81.6122,2393.0
84.5559,2400.85
87.4985,2433.5
90.4402,2435.7
93.381,2467.2
96.3207,2468.6
99.2595,2467.0
102.197,2482.0
105.134,2494.25
108.07,2507.7
111.005,2523.4
113.939,2565.4
116.872,2622.75
119.804,2679.35
122.735,2711.1
125.665,2689.7
128.594,2661.9
131.522,2621.15
134.449,2577.6
137.375,2584.8
140.301,2587.85
143.225,2608.9
146.148,2586.1
149.07,2590.4
151.992,2573.8
154.912,2571.0
157.832,2576.45
160.75,2565.2
163.668,2570.95
166.584,2581.55
