cm-1,A
4000.0,0.003418307208633481
3999.0,0.0034554680366995685
3998.0,0.0034857244319278537
3997.0,0.0034983880157900132
3996.0,0.0034914859041012027
3995.0,0.003467088697874137
3994.0,0.003430734860040396
3993.0,0.0033951123196339188
3992.0,0.003377375446516914
3991.0,0.0033893934902981294
3990.0,0.0034296425070519283
3989.0,0.003481471805673767
3988.0,0.003519631878802429
3987.0,0.003526274194198842
3986.0,0.0035093612187245184
3985.0,0.00350095763676154
3984.0,0.003527040705876002
3983.0,0.0035790293327609586
3982.0,0.003622617943480646
3981.0,0.0036327746622887205
3980.0,0.0036122111437330105
3979.0,0.0035793150904270873
3978.0,0.0035507467663325673
3977.0,0.0035378458049354147
3976.0,0.0035476663724561455
3975.0,0.003574964976050867
3974.0,0.0035983427312145967
3973.0,0.003594655921480217
3972.0,0.0035608085353536576
3971.0,0.003520506930228536
3970.0,0.003512404187126183
3969.0,0.0035710776342500073
3968.0,0.0037033877348508024
3967.0,0.003876636119079362
3966.0,0.004032145590458863
3965.0,0.004117470904338491
3964.0,0.004110213140152629
3963.0,0.004022664955503453
3962.0,0.003895968010791154
3961.0,0.0037888932230529526
3960.0,0.00375322857127631
3959.0,0.003797462800998649
3958.0,0.0038747506500029835
3957.0,0.003922824166565057
3956.0,0.003911457932990142
3955.0,0.00385243717191964
3954.0,0.0037704405548349695
3953.0,0.0036836656905834472
3952.0,0.0036073556473373725
3951.0,0.0035601318068708213
3950.0,0.00355815884181054
3949.0,0.0035931482008860864
3948.0,0.0036315964743864025
3947.0,0.0036521386838364867
3946.0,0.0036743021523362677
3945.0,0.0037276965674451195
3944.0,0.0038038309377649068
3943.0,0.00385000972883332
3942.0,0.0038255209876406765
3941.0,0.0037707158361439275
3940.0,0.0037744307777334753
3939.0,0.00385801065189636
3938.0,0.003949400409284043
3937.0,0.003979253016229697
3936.0,0.003944650975457787
3935.0,0.0038867783557682885
3934.0,0.0038352950095842196
3933.0,0.0037991392423835646
3932.0,0.00377779845134542
3931.0,0.0037585263695099538
3930.0,0.003736397887087569
3929.0,0.0037287982121017253
3928.0,0.0037656365821475916
3927.0,0.0038651781279224282
3926.0,0.00399233153254239
3925.0,0.004056947717376861
3924.0,0.003999232137873397
3923.0,0.0038747435884661265
3922.0,0.0037853951520378393
3921.0,0.003758121756336389
3920.0,0.003776328294763775
3919.0,0.00385998579499036
3918.0,0.004008857051616424
3917.0,0.004129519695015172
3916.0,0.004128602018919661
