cm-1,Intensity
-123.878,1852.45
-120.866,1853.15
-117.855,1853.75
-114.845,1852.85
-111.836,1853.35
-108.828,1853.25
-105.821,1853.75
-102.815,1852.55
-99.8104,1852.1
-96.8065,1852.9
-93.8036,1853.05
-90.8016,1853.1
-87.8007,1851.85
-84.8008,1852.8
-81.8019,1852.7
-78.8039,1851.5
-75.807,1853.2
-72.8111,1851.95
-69.8161,1852.1
-66.8222,1852.75
-63.8293,1853.7
-60.8373,1852.75
-57.8464,1853.05
-54.8564,1852.2
-51.8675,1852.05
-48.8795,1854.85
-45.8926,1854.0
-42.9066,1853.95
-39.9216,1852.75
-36.9377,1855.1
-33.9547,1854.15
-30.9727,1853.9
-27.9917,1855.4
-25.0117,1856.9
-22.0326,1858.8
-19.0546,1859.65
-16.0776,1876.05
-13.1015,1946.0
-10.1265,2217.4
-7.1524,2900.9
-4.17932,3369.45
-1.20723,3529.15
1.76388,3040.7
4.734,2322.05
7.70313,1945.75
10.6713,1864.35
13.6384,1855.1
16.6046,1853.95
19.5698,1855.45
22.534,1854.0
25.4972,1854.15
28.4595,1853.05
31.4207,1853.85
34.381,1853.35
37.3403,1854.4
40.2986,1853.75
43.256,1855.75
46.2123,1858.1
49.1677,1867.9
52.1221,1887.8
55.0755,1930.15
58.0279,1995.9
60.9794,2057.85
63.9299,2103.95
66.8794,2125.5
69.8279,2130.8
72.7754,2153.25
75.722,2150.7
78.6676,2148.1
81.6122,2132.95
84.5559,2130.4
87.4985,2140.45
90.4402,2135.5
93.381,2132.45
96.3207,2127.6
99.2595,2124.2
102.197,2133.85
105.134,2124.9
108.07,2122.5
111.005,2122.05
113.939,2119.15
116.872,2115.8
119.804,2110.1
122.735,2116.85
125.665,2116.55
128.594,2105.25
131.522,2102.35
134.449,2098.3
137.375,2100.8
140.301,2098.6
143.225,2103.95
146.148,2090.9
149.07,2101.45
151.992,2098.6
154.912,2099.3
157.832,2093.4
160.75,2091.45
163.668,2093.6
166.584,2084.55
169.5,2089.45
172.414,2081.05
175.328,2085.9
178.241,2091.2
181.153,2090.35
184.063,2093.85
186.973,2090.1
189.882,2090.45
192.79,2100.15
195.697,2103.25
198.603,2106.85
201.508,2101.85
204.412,2101.55
207.315,2102.5
210.217,2109.6
213.119,2113.25
216.019,2106.65
218.918,2116.0
221.816,2125.45
224.714,2112.95
227.61,2120.5
230.506,2125.4
233.4,2143.7
236.294,2144.8
239.187,2155.2
242.078,2151.7
244.969,2147.95
247.859,2138.5
250.748,2134.35
253.636,2120.15
256.523,2120.4
259.409,2110.7
262.294,2100.55
265.178,2093.25
268.061,2094.25
270.943,2094.85
273.824,2096.65
276.705,2098.35
279.584,2084.25
282.463,2088.55
285.34,2084.55
288.217,2081.6
291.092,2076.8
293.967,2087.2
296.841,2082.35
299.713,2068.65
302.585,2080.35
305.456,2084.75
308.326,2084.5
311.195,2092.15
314.063,2087.9
316.93,2083.75
319.797,2075.8
322.662,2079.25
325.526,2076.35
328.389,2085.3
331.252,2084.2
334.113,2094.55
336.974,2084.2
339.834,2081.2
342.692,2088.0
345.55,2094.5
348.407,2098.1
351.263,2098.55
354.118,2093.75
356.972,2094.55
359.825,2101.55
362.677,2097.05
365.529,2106.35
368.379,2110.0
371.228,2094.35
374.077,2098.35
376.924,2096.8
379.771,2098.85
382.616,2103.1
385.461,2094.25
388.305,2084.6
391.148,2078.2
393.99,2084.05
396.831,2082.05
399.671,2081.95
402.51,2084.3
405.348,2085.55
408.186,2084.3
411.022,2084.25
413.858,2081.6
416.692,2083.45
419.526,2068.55
422.359,2077.85
425.19,2073.15
428.021,2078.3
430.851,2075.45
433.68,2078.2
436.508,2077.0
439.335,2084.35
442.162,2079.6
444.987,2076.7
447.811,2076.45
450.635,2063.1
453.458,2065.15
456.279,2067.15
459.1,2074.35
461.92,2068.65
464.739,2069.75
467.557,2077.25
470.374,2081.15
473.19,2081.0
476.005,2084.85
478.82,2081.05
481.633,2074.4
484.445,2071.55
487.257,2068.25
490.068,2077.1
492.878,2078.45
495.686,2078.65
498.494,2079.45
501.301,2081.85
504.107,2076.5
506.913,2075.1
509.717,2069.3
512.52,2080.9
515.323,2079.1
518.124,2079.8
520.925,2072.7
523.725,2070.55
526.524,2067.8
529.322,2070.25
532.119,2069.3
534.915,2074.1
537.71,2075.25
540.504,2070.55
543.298,2077.1
546.09,2075.75
548.882,2079.65
551.673,2069.5
554.462,2077.9
557.251,2073.55
560.039,2074.3
562.826,2071.6
565.613,2069.3
568.398,2068.85
571.182,2069.45
573.966,2072.0
576.748,2080.75
579.53,2078.3
582.311,2079.6
585.091,2079.05
587.87,2072.7
590.648,2073.25
593.425,2074.95
596.201,2078.4
598.977,2072.95
601.751,2072.1
604.525,2077.9
607.298,2077.35
610.069,2071.5
612.84,2073.85
615.61,2075.05
618.38,2081.15
621.148,2077.9
623.915,2067.65
626.682,2084.05
629.447,2087.6
632.212,2089.6
634.976,2082.4
637.739,2090.45
640.501,2086.85
643.262,2086.1
646.022,2092.4
648.781,2101.05
651.54,2093.4
654.297,2097.75
657.054,2092.6
659.81,2094.0
662.565,2095.45
665.319,2090.2
668.072,2092.6
670.824,2096.95
673.575,2096.3
676.326,2095.35
679.075,2088.3
681.824,2086.45
684.572,2084.55
687.319,2084.4
690.065,2080.9
692.81,2082.4
695.554,2081.3
698.298,2082.45
701.04,2073.15
703.782,2069.25
706.522,2074.2
709.262,2073.6
712.001,2084.25
714.739,2083.3
717.477,2077.55
720.213,2077.95
722.948,2080.1
725.683,2080.55
728.417,2079.25
731.15,2079.8
733.882,2083.05
736.613,2082.2
739.343,2086.65
742.072,2086.7
744.801,2080.1
747.528,2086.85
750.255,2079.45
752.981,2072.8
755.706,2075.55
758.43,2083.1
761.153,2083.55
763.875,2081.35
766.597,2079.25
769.317,2086.85
772.037,2089.7
774.756,2079.4
777.474,2081.25
780.191,2080.55
782.907,2087.55
785.623,2083.7
788.337,2081.7
791.051,2080.55
793.764,2092.4
796.475,2087.75
799.186,2078.45
801.897,2089.65
804.606,2087.85
807.314,2082.35
810.022,2087.3
812.729,2091.8
815.434,2084.65
818.139,2092.1
820.844,2085.75
823.547,2087.35
826.249,2085.3
828.951,2093.6
831.651,2098.1
834.351,2096.6
837.05,2095.15
839.748,2100.05
842.445,2096.4
845.142,2098.95
847.837,2099.95
850.532,2098.2
853.225,2093.35
855.918,2099.95
858.61,2094.1
861.302,2102.1
863.992,2107.85
866.681,2098.5
869.37,2104.8
872.058,2108.15
874.745,2116.1
877.431,2105.95
880.116,2108.45
882.8,2117.7
885.484,2102.65
888.166,2103.6
890.848,2108.25
893.529,2102.2
896.209,2103.95
898.888,2100.1
901.566,2097.0
904.244,2097.85
906.921,2110.0
909.596,2095.45
912.271,2093.0
914.945,2100.9
917.619,2096.25
920.291,2108.25
922.963,2103.0
925.633,2101.35
928.303,2100.95
930.972,2098.95
933.64,2102.1
936.308,2100.65
938.974,2106.2
941.64,2104.75
944.304,2100.7
946.968,2105.95
949.631,2113.7
952.294,2108.3
954.955,2101.85
957.615,2098.9
960.275,2102.55
962.934,2108.3
965.592,2115.2
968.249,2119.5
970.905,2113.2
973.561,2110.2
976.215,2106.15
978.869,2114.25
981.522,2110.1
984.174,2102.05
986.826,2111.5
989.476,2120.35
992.126,2124.25
994.774,2111.85
997.422,2123.95
1000.07,2131.3
1002.72,2132.85
1005.36,2119.55
1008.01,2121.15
1010.65,2113.9
1013.29,2121.2
1015.93,2130.65
1018.58,2143.05
1021.22,2139.9
1023.86,2136.2
1026.49,2143.4
1029.13,2137.7
1031.77,2138.8
1034.4,2151.05
1037.04,2144.1
1039.67,2151.9
1042.31,2138.85
1044.94,2157.0
1047.57,2177.85
1050.2,2178.85
1052.83,2196.35
1055.46,2223.95
1058.09,2256.35
1060.72,2304.0
1063.35,2309.8
1065.97,2300.1
1068.6,2256.1
1071.22,2227.35
1073.85,2209.25
1076.47,2203.1
1079.09,2200.15
1081.71,2197.1
1084.33,2203.45
1086.95,2203.0
1089.57,2198.45
1092.19,2193.0
1094.81,2191.55
1097.42,2184.75
1100.04,2180.35
1102.65,2170.75
1105.27,2174.85
1107.88,2171.85
1110.49,2175.2
1113.1,2181.25
1115.71,2201.6
1118.32,2213.55
1120.93,2227.75
1123.54,2275.55
1126.15,2323.2
1128.75,2324.35
1131.36,2299.9
1133.97,2264.35
1136.57,2232.25
1139.17,2204.55
1141.77,2194.0
1144.38,2181.35
1146.98,2177.5
1149.58,2169.95
1152.18,2175.1
1154.77,2178.9
1157.37,2175.8
1159.97,2185.3
1162.56,2187.65
1165.16,2183.65
1167.75,2185.8
1170.35,2191.1
1172.94,2187.1
1175.53,2193.5
1178.12,2178.9
1180.71,2177.0
1183.3,2169.2
1185.89,2163.75
1188.48,2178.95
1191.06,2182.35
1193.65,2177.85
1196.23,2189.95
1198.82,2187.7
1201.4,2181.6
1203.99,2175.6
1206.57,2176.0
1209.15,2188.2
1211.73,2183.35
1214.31,2185.7
1216.89,2187.65
1219.46,2201.85
1222.04,2199.55
1224.62,2196.0
1227.19,2195.1
1229.77,2202.05
1232.34,2205.45
1234.92,2202.2
1237.49,2198.25
1240.06,2200.65
