cm-1,Intensity
-123.878,1851.95
-120.866,1850.3
-117.855,1850.95
-114.845,1850.35
-111.836,1851.45
-108.828,1851.1
-105.821,1850.7
-102.815,1852.35
-99.8104,1851.95
-96.8065,1849.65
-93.8036,1851.7
-90.8016,1850.95
-87.8007,1851.05
-84.8008,1851.55
-81.8019,1850.65
-78.8039,1851.6
-75.807,1850.3
-72.8111,1851.4
-69.8161,1850.95
-66.8222,1852.05
-63.8293,1852.4
-60.8373,1851.45
-57.8464,1852.0
-54.8564,1850.7
-51.8675,1852.4
-48.8795,1851.15
-45.8926,1850.9
-42.9066,1852.1
-39.9216,1851.5
-36.9377,1854.95
-33.9547,1853.25
-30.9727,1852.7
-27.9917,1854.85
-25.0117,1855.6
-22.0326,1856.25
-19.0546,1858.55
-16.0776,1870.05
-13.1015,1925.75
-10.1265,2118.85
-7.1524,2456.05
-4.17932,2972.35
-1.20723,3161.4
1.76388,2893.6
4.734,2308.25
7.70313,1933.3
10.6713,1861.85
13.6384,1853.65
16.6046,1853.45
19.5698,1852.65
22.534,1852.55
25.4972,1851.45
28.4595,1852.35
31.4207,1852.45
34.381,1851.5
37.3403,1853.3
40.2986,1852.65
43.256,1855.5
46.2123,1861.05
49.1677,1876.8
52.1221,1914.85
55.0755,1983.95
58.0279,2091.05
60.9794,2190.45
63.9299,2277.2
66.8794,2317.6
69.8279,2344.25
72.7754,2342.05
75.722,2354.1
78.6676,2343.4
81.6122,2321.15
84.5559,2313.95
87.4985,2321.5
90.4402,2330.25
93.381,2323.25
96.3207,2320.9
99.2595,2311.2
102.197,2313.0
105.134,2314.55
108.07,2292.9
111.005,2291.95
113.939,2295.4
116.872,2298.7
119.804,2283.55
122.735,2280.6
125.665,2268.75
128.594,2268.8
131.522,2245.45
134.449,2255.75
137.375,2249.85
140.301,2240.9
143.225,2245.2
146.148,2240.9
149.07,2236.05
151.992,2238.45
154.912,2239.4
157.832,2230.1
160.75,2235.85
163.668,2235.55
166.584,2233.0
169.5,2227.4
172.414,2238.5
175.328,2250.6
178.241,2237.0
181.153,2237.75
184.063,2251.6
186.973,2254.0
189.882,2251.7
192.79,2266.25
195.697,2265.25
198.603,2258.7
201.508,2254.55
204.412,2246.65
207.315,2261.15
210.217,2253.25
213.119,2261.4
216.019,2288.3
218.918,2286.5
221.816,2301.3
224.714,2295.65
227.61,2292.0
230.506,2293.8
233.4,2290.9
236.294,2286.15
239.187,2283.3
242.078,2288.2
244.969,2283.65
247.859,2278.3
250.748,2261.75
253.636,2267.4
256.523,2275.25
259.409,2265.4
262.294,2263.3
265.178,2265.2
268.061,2266.55
270.943,2267.55
