cm-1,A
4000.0,0.033482823553208085
3999.0,0.03357665405630694
3998.0,0.03362357691107709
3997.0,0.03367050483612166
3996.0,0.03362357691107709
3995.0,0.03362357691107709
3994.0,0.03362357691107709
3993.0,0.03362357691107709
3992.0,0.03367050483612166
3991.0,0.03362357691107709
3990.0,0.03352973627071565
3989.0,0.033482823553208085
3988.0,0.033482823553208085
3987.0,0.03352973627071565
3986.0,0.03357665405630694
3985.0,0.03367050483612166
3984.0,0.03371743783253667
3983.0,0.03376437590141812
3982.0,0.0338113190438627
3981.0,0.03385826726096752
3980.0,0.033905220553829274
3979.0,0.033952178923546183
3978.0,0.034046110897937076
3977.0,0.034046110897937076
3976.0,0.03399914237121604
3975.0,0.033905220553829274
3974.0,0.03385826726096752
3973.0,0.0338113190438627
3972.0,0.0338113190438627
3971.0,0.03385826726096752
3970.0,0.03385826726096752
3969.0,0.033905220553829274
3968.0,0.033905220553829274
3967.0,0.033905220553829274
3966.0,0.03399914237121604
3965.0,0.03409308450480819
3964.0,0.034187046963396917
3963.0,0.03428102975577918
3962.0,0.03428102975577918
3961.0,0.03428102975577918
3960.0,0.03428102975577918
3959.0,0.03428102975577918
3958.0,0.03428102975577918
3957.0,0.03423403581731388
3956.0,0.03414006319292828
3955.0,0.034046110897937076
3954.0,0.034046110897937076
3953.0,0.03409308450480819
3952.0,0.03414006319292828
3951.0,0.03414006319292828
3950.0,0.03414006319292828
3949.0,0.03409308450480819
3948.0,0.03409308450480819
3947.0,0.03409308450480819
3946.0,0.03409308450480819
3945.0,0.034046110897937076
3944.0,0.033905220553829274
3943.0,0.0338113190438627
3942.0,0.03385826726096752
3941.0,0.033905220553829274
3940.0,0.033952178923546183
3939.0,0.03399914237121604
3938.0,0.034046110897937076
3937.0,0.03414006319292828
3936.0,0.03423403581731388
3935.0,0.03432802877989327
3934.0,0.034469056377139484
3933.0,0.03461012978487776
3932.0,0.03475124903287918
3931.0,0.03479829897408804
3930.0,0.03475124903287918
3929.0,0.03465716443937783
3928.0,0.03456310022373987
3927.0,0.034469056377139484
3926.0,0.034469056377139484
3925.0,0.034469056377139484
3924.0,0.034516075754861264
3923.0,0.034516075754861264
3922.0,0.034516075754861264
3921.0,0.034516075754861264
3920.0,0.03456310022373987
3919.0,0.03465716443937783
3918.0,0.03489241415094413
3917.0,0.03498654972775217
3916.0,0.0349394793888016
3915.0,0.03475124903287918
3914.0,0.034516075754861264
