cm-1,Intensity
-123.878,1852.05
-120.866,1852.35
-117.855,1852.5
-114.845,1853.35
-111.836,1852.6
-108.828,1852.8
-105.821,1851.95
-102.815,1850.9
-99.8104,1852.85
-96.8065,1852.3
-93.8036,1851.95
-90.8016,1852.7
-87.8007,1852.45
-84.8008,1852.5
-81.8019,1852.45
-78.8039,1851.75
-75.807,1852.15
-72.8111,1853.15
-69.8161,1852.8
-66.8222,1853.15
-63.8293,1853.0
-60.8373,1853.35
-57.8464,1851.8
-54.8564,1852.15
-51.8675,1853.9
-48.8795,1853.5
-45.8926,1852.9
-42.9066,1853.8
-39.9216,1854.5
-36.9377,1853.9
-33.9547,1853.95
-30.9727,1855.5
-27.9917,1855.8
-25.0117,1857.35
-22.0326,1856.9
-19.0546,1861.1
-16.0776,1875.75
-13.1015,1931.15
-10.1265,2149.75
-7.1524,2690.3
-4.17932,3437.7
-1.20723,3729.65
1.76388,3307.1
4.734,2489.8
7.70313,1962.9
10.6713,1864.7
13.6384,1855.9
16.6046,1854.0
19.5698,1852.55
22.534,1853.15
25.4972,1853.0
28.4595,1853.5
31.4207,1854.5
34.381,1853.15
37.3403,1853.25
40.2986,1854.5
43.256,1854.1
46.2123,1856.25
49.1677,1865.95
52.1221,1880.95
55.0755,1915.4
58.0279,1956.4
60.9794,2004.05
63.9299,2032.4
66.8794,2060.8
69.8279,2069.4
72.7754,2077.5
75.722,2081.8
78.6676,2077.75
81.6122,2073.05
84.5559,2081.5
87.4985,2073.65
90.4402,2077.15
93.381,2082.1
96.3207,2077.65
99.2595,2081.25
102.197,2077.35
105.134,2083.3
108.07,2090.55
111.005,2084.85
113.939,2086.3
116.872,2078.35
119.804,2081.05
122.735,2074.05
125.665,2070.7
128.594,2067.2
131.522,2070.35
134.449,2066.6
137.375,2059.45
140.301,2052.75
143.225,2052.35
146.148,2059.7
149.07,2061.35
151.992,2049.4
154.912,2050.05
157.832,2050.7
160.75,2047.0
163.668,2051.15
166.584,2042.2
169.5,2049.3
172.414,2033.65
175.328,2048.65
178.241,2058.7
181.153,2055.7
184.063,2067.65
186.973,2064.3
189.882,2064.6
192.79,2062.1
195.697,2063.95
198.603,2066.1
201.508,2062.55
204.412,2071.9
207.315,2058.75
210.217,2052.5
213.119,2054.6
216.019,2053.4
218.918,2057.65
221.816,2058.55
224.714,2057.45
227.61,2056.3
230.506,2056.65
233.4,2053.05
236.294,2054.1
239.187,2058.45
242.078,2067.3
244.969,2060.4
247.859,2062.15
250.748,2053.95
253.636,2056.35
256.523,2049.85
259.409,2040.35
262.294,2051.95
265.178,2051.2
268.061,2052.9
270.943,2057.7
273.824,2053.5
276.705,2056.7
279.584,2048.55
282.463,2055.75
285.34,2046.95
288.217,2041.55
291.092,2043.55
293.967,2048.4
296.841,2046.95
299.713,2053.25
302.585,2051.8
305.456,2050.95
308.326,2048.4
311.195,2056.1
314.063,2058.55
316.93,2050.3
319.797,2056.05
322.662,2052.9
325.526,2049.85
328.389,2059.45
331.252,2060.65
334.113,2059.9
336.974,2057.3
339.834,2060.35
342.692,2051.45
345.55,2061.0
348.407,2060.2
351.263,2056.85
354.118,2054.35
356.972,2065.85
359.825,2067.55
362.677,2067.3
365.529,2073.35
368.379,2063.8
371.228,2051.35
374.077,2060.15
376.924,2054.55
379.771,2056.7
382.616,2065.05
385.461,2061.05
388.305,2063.2
391.148,2059.6
393.99,2055.4
396.831,2062.35
399.671,2070.65
402.51,2071.15
405.348,2070.05
408.186,2068.3
411.022,2070.6
413.858,2077.9
416.692,2070.4
419.526,2071.5
422.359,2069.4
425.19,2057.2
428.021,2052.6
430.851,2057.25
433.68,2056.55
436.508,2067.5
439.335,2066.25
442.162,2076.65
444.987,2076.0
447.811,2068.25
450.635,2067.45
453.458,2066.45
456.279,2069.55
459.1,2067.6
461.92,2061.95
464.739,2057.8
467.557,2073.3
470.374,2070.45
473.19,2077.0
476.005,2077.5
478.82,2076.45
481.633,2066.4
484.445,2064.05
487.257,2064.3
490.068,2069.1
492.878,2071.9
495.686,2073.1
498.494,2076.05
501.301,2076.1
504.107,2079.7
506.913,2081.2
509.717,2074.35
512.52,2073.1
515.323,2079.75
518.124,2071.1
520.925,2080.35
523.725,2072.6
526.524,2067.45
529.322,2062.75
532.119,2062.65
534.915,2070.35
537.71,2069.3
540.504,2074.4
543.298,2081.7
546.09,2078.2
548.882,2080.35
551.673,2076.4
554.462,2078.35
557.251,2085.7
560.039,2084.55
562.826,2083.8
565.613,2076.05
568.398,2079.65
571.182,2081.4
573.966,2085.05
576.748,2080.05
579.53,2081.75
582.311,2083.2
585.091,2087.95
587.87,2078.9
590.648,2074.3
593.425,2082.7
596.201,2084.35
598.977,2082.35
601.751,2076.25
604.525,2083.35
607.298,2084.05
610.069,2075.3
612.84,2081.35
615.61,2083.6
618.38,2088.15
621.148,2084.2
623.915,2084.1
626.682,2078.25
629.447,2083.15
632.212,2086.4
634.976,2079.5
637.739,2081.3
640.501,2092.25
643.262,2080.3
646.022,2092.75
648.781,2094.1
651.54,2087.45
654.297,2087.0
657.054,2090.45
659.81,2089.9
662.565,2100.35
665.319,2106.2
668.072,2099.6
670.824,2090.95
673.575,2099.65
676.326,2096.0
679.075,2096.65
681.824,2096.3
684.572,2098.2
687.319,2096.1
690.065,2093.9
692.81,2091.65
695.554,2086.6
698.298,2080.35
701.04,2078.0
703.782,2080.3
706.522,2084.25
709.262,2088.55
712.001,2094.15
714.739,2106.75
717.477,2098.3
720.213,2091.6
722.948,2094.45
725.683,2097.9
728.417,2098.95
731.15,2102.5
733.882,2099.95
736.613,2101.7
739.343,2100.1
742.072,2100.7
744.801,2105.1
747.528,2120.1
750.255,2105.9
752.981,2104.35
755.706,2097.3
758.43,2103.2
761.153,2109.15
763.875,2106.95
766.597,2106.5
769.317,2114.25
772.037,2105.65
774.756,2112.55
777.474,2114.0
780.191,2112.1
782.907,2103.9
785.623,2105.65
788.337,2104.8
791.051,2109.75
793.764,2106.15
796.475,2112.1
799.186,2114.05
801.897,2112.65
804.606,2114.0
807.314,2112.7
810.022,2105.3
812.729,2111.9
815.434,2105.65
818.139,2109.8
820.844,2104.75
823.547,2114.95
826.249,2112.1
828.951,2113.15
831.651,2117.5
834.351,2112.0
837.05,2115.75
839.748,2111.9
842.445,2112.9
845.142,2113.6
847.837,2108.5
850.532,2111.5
853.225,2111.85
855.918,2121.05
858.61,2121.5
861.302,2122.2
863.992,2122.25
866.681,2133.05
869.37,2133.95
872.058,2132.75
874.745,2130.75
877.431,2132.9
880.116,2127.0
882.8,2121.25
885.484,2134.25
888.166,2117.15
890.848,2117.1
893.529,2112.7
896.209,2108.65
898.888,2115.8
901.566,2126.8
904.244,2127.4
906.921,2122.85
909.596,2127.65
912.271,2126.65
914.945,2127.1
917.619,2115.25
920.291,2122.0
922.963,2119.9
925.633,2122.85
928.303,2124.2
930.972,2118.85
933.64,2106.8
936.308,2116.8
938.974,2108.6
941.64,2119.2
944.304,2118.55
946.968,2119.8
949.631,2125.65
952.294,2129.2
954.955,2138.6
957.615,2126.55
960.275,2132.65
962.934,2132.55
965.592,2129.1
968.249,2135.4
970.905,2137.0
973.561,2130.3
976.215,2120.7
978.869,2136.4
981.522,2124.05
984.174,2126.3
986.826,2120.25
989.476,2116.9
992.126,2132.6
994.774,2132.75
997.422,2133.45
1000.07,2137.85
1002.72,2144.4
1005.36,2137.2
1008.01,2132.5
1010.65,2140.65
1013.29,2130.15
1015.93,2133.35
1018.58,2142.9
1021.22,2142.4
1023.86,2148.3
1026.49,2149.3
1029.13,2150.85
1031.77,2153.7
1034.4,2158.15
1037.04,2155.7
1039.67,2156.65
1042.31,2153.55
1044.94,2142.2
1047.57,2153.8
1050.2,2176.9
1052.83,2224.65
1055.46,2267.7
1058.09,2321.85
1060.72,2373.7
1063.35,2421.55
1065.97,2366.55
1068.6,2312.65
1071.22,2238.6
1073.85,2208.6
1076.47,2198.2
1079.09,2200.9
1081.71,2201.5
1084.33,2203.75
1086.95,2192.55
1089.57,2199.85
1092.19,2193.6
1094.81,2179.9
1097.42,2180.2
1100.04,2172.8
1102.65,2171.15
1105.27,2176.9
1107.88,2172.9
1110.49,2185.05
1113.1,2189.7
1115.71,2206.85
1118.32,2234.75
1120.93,2301.1
1123.54,2370.8
1126.15,2457.65
1128.75,2530.6
1131.36,2522.8
1133.97,2426.95
1136.57,2327.05
1139.17,2230.95
1141.77,2203.3
1144.38,2173.05
1146.98,2168.25
1149.58,2167.7
1152.18,2169.1
1154.77,2169.85
1157.37,2179.4
1159.97,2179.3
1162.56,2182.5
1165.16,2183.6
1167.75,2187.2
1170.35,2182.9
1172.94,2174.85
1175.53,2185.15
1178.12,2169.0
1180.71,2160.7
1183.3,2164.65
1185.89,2157.3
1188.48,2158.8
1191.06,2156.65
1193.65,2154.2
1196.23,2154.8
1198.82,2151.7
1201.4,2158.4
1203.99,2154.9
1206.57,2157.35
1209.15,2150.25
1211.73,2146.0
1214.31,2155.4
1216.89,2165.05
1219.46,2177.9
1222.04,2166.5
1224.62,2163.15
1227.19,2173.2
1229.77,2169.0
1232.34,2170.45
1234.92,2177.5
1237.49,2167.05
1240.06,2172.6
1242.63,2168.65
1245.2,2164.0
1247.77,2170.05
1250.34,2167.65
1252.9,2174.9
1255.47,2179.6
1258.04,2182.5
1260.6,2181.75
1263.17,2180.55
1265.73,2188.05
1268.29,2203.95
1270.85,2197.95
1273.41,2195.9
1275.97,2193.65
1278.53,2197.3
1281.09,2211.15
1283.65,2244.8
1286.21,2298.35
1288.76,2404.75
1291.32,2544.95
1293.87,2646.0
1296.43,2648.7
1298.98,2595.4
1301.53,2437.55
1304.08,2336.2
1306.63,2287.2
1309.18,2255.3
1311.73,2241.65
1314.28,2237.6
1316.83,2228.4
1319.38,2226.3
1321.92,2226.8
1324.47,2216.1
1327.01,2209.4
1329.55,2208.9
1332.1,2197.15
1334.64,2200.55
1337.18,2200.45
1339.72,2193.35
1342.26,2199.85
1344.8,2199.7
1347.34,2211.55
1349.87,2209.6
1352.41,2208.8
1354.95,2216.0
1357.48,2198.1
1360.01,2197.85
1362.55,2222.75
1365.08,2232.25
1367.61,2237.85
1370.14,2233.3
1372.67,2226.0
1375.2,2218.7
1377.73,2217.15
1380.26,2226.1
1382.78,2207.0
1385.31,2198.4
1387.84,2207.9
1390.36,2209.0
1392.88,2206.35
1395.41,2207.95
1397.93,2227.65
1400.45,2233.75
1402.97,2237.3
1405.49,2251.55
1408.01,2283.15
1410.53,2341.6
1413.05,2409.55
1415.56,2481.2
1418.08,2481.7
1420.59,2460.65
1423.11,2414.7
1425.62,2382.9
1428.14,2383.5
1430.65,2415.15
1433.16,2440.5
1435.67,2506.0
1438.18,2530.75
1440.69,2549.9
1443.2,2534.95
1445.7,2522.1
1448.21,2481.15
1450.72,2450.95
1453.22,2453.85
1455.72,2454.15
1458.23,2452.45
1460.73,2444.0
1463.23,2440.75
1465.73,2414.8
1468.23,2403.5
1470.73,2386.8
1473.23,2376.35
1475.73,2348.25
1478.23,2329.0
1480.72,2313.65
1483.22,2311.7
1485.72,2309.35
1488.21,2305.5
1490.7,2292.35
1493.2,2308.45
1495.69,2298.9
1498.18,2301.8
1500.67,2308.1
1503.16,2304.65
1505.65,2315.95
1508.14,2316.85
1510.62,2317.85
1513.11,2319.8
1515.59,2321.35
1518.08,2331.65
1520.56,2337.95
1523.05,2329.4
1525.53,2326.2
1528.01,2335.4
1530.49,2343.25
1532.97,2341.25
1535.45,2355.05
1537.93,2367.2
1540.41,2353.7
1542.89,2354.2
1545.36,2354.45
1547.84,2367.05
1550.31,2382.55
1552.79,2387.95
1555.26,2381.3
1557.73,2383.0
1560.21,2386.6
1562.68,2385.85
1565.15,2385.85
1567.62,2397.8
1570.09,2400.0
1572.56,2404.3
1575.02,2404.85
1577.49,2408.0
1579.95,2417.4
1582.42,2417.95
1584.88,2408.55
1587.35,2416.25
1589.81,2424.45
1592.27,2445.35
1594.73,2429.2
1597.19,2445.4
1599.65,2430.6
1602.11,2437.85
1604.57,2448.0
1607.03,2442.7
1609.49,2453.75
1611.94,2462.95
1614.4,2462.5
1616.85,2467.6
1619.31,2458.75
1621.76,2469.4
1624.21,2471.7
1626.66,2459.85
1629.11,2485.25
1631.56,2486.5
1634.01,2476.45
1636.46,2483.75
1638.91,2493.1
1641.36,2495.15
1643.8,2481.85
1646.25,2494.6
1648.69,2506.0
1651.14,2511.1
1653.58,2510.95
1656.02,2493.85
1658.46,2512.2
1660.9,2515.85
1663.35,2521.5
1665.78,2533.95
1668.22,2512.7
1670.66,2516.95
1673.1,2525.25
1675.54,2540.1
1677.97,2549.35
1680.41,2531.7
1682.84,2534.1
1685.27,2545.95
1687.71,2559.35
1690.14,2565.9
1692.57,2539.9
1695.0,2534.75
1697.43,2534.15
1699.86,2553.5
1702.29,2576.9
1704.71,2569.45
1707.14,2552.2
1709.57,2542.75
1711.99,2566.4
1714.42,2563.95
1716.84,2568.5
1719.26,2541.05
1721.69,2549.05
1724.11,2572.8
1726.53,2585.6
1728.95,2586.05
1731.37,2586.9
1733.79,2587.4
1736.21,2586.85
1738.62,2599.5
1741.04,2614.6
1743.46,2620.25
1745.87,2618.3
1748.28,2630.3
1750.7,2629.6
1753.11,2636.05
1755.52,2634.55
1757.93,2628.8
1760.34,2621.85
1762.75,2630.5
1765.16,2647.85
1767.57,2653.4
1769.98,2649.5
1772.39,2655.9
1774.79,2656.15
1777.2,2665.6
1779.6,2672.2
1782.01,2681.35
1784.41,2697.05
1786.81,2683.8
1789.21,2686.0
1791.62,2679.15
1794.02,2693.1
1796.41,2711.5
1798.81,2687.3
1801.21,2688.2
1803.61,2687.1
1806.01,2706.4
1808.4,2719.9
1810.8,2722.0
1813.19,2704.9
1815.59,2712.85
1817.98,2696.05
1820.37,2721.75
1822.76,2729.65
1825.15,2727.15
1827.54,2709.0
1829.93,2720.85
1832.32,2720.65
1834.71,2745.75
1837.1,2770.05
1839.48,2777.45
1841.87,2762.55
1844.25,2772.6
1846.64,2758.3
1849.02,2750.95
1851.4,2770.75
1853.79,2817.1
1856.17,2814.9
1858.55,2820.25
1860.93,2827.3
1863.31,2829.25
1865.69,2814.2
1868.06,2824.7
1870.44,2831.7
1872.82,2854.65
1875.19,2858.65
1877.57,2872.5
1879.94,2851.45
1882.31,2852.6
1884.69,2881.4
1887.06,2864.7
1889.43,2858.8
1891.8,2880.75
1894.17,2907.85
1896.54,2909.45
1898.91,2907.0
1901.28,2910.1
1903.64,2925.05
1906.01,2925.15
1908.38,2933.6
1910.74,2930.95
1913.1,2927.35
1915.47,2958.85
1917.83,2924.1
1920.19,2924.15
1922.55,2954.3
1924.91,2959.35
1927.27,2949.3
1929.63,2958.45
1931.99,2969.05
1934.35,2977.5
1936.71,2974.65
1939.06,2966.95
1941.42,2968.15
1943.77,2970.7
1946.13,2992.1
1948.48,2985.0
1950.83,2974.75
1953.19,2997.65
1955.54,3038.15
1957.89,2996.8
1960.24,3002.7
1962.59,3019.45
1964.93,3040.6
1967.28,3033.0
1969.63,3023.7
1971.98,3043.5
1974.32,3032.6
1976.67,3023.95
1979.01,3034.6
1981.35,3053.4
1983.7,3067.1
1986.04,3057.75
1988.38,3075.95
1990.72,3088.6
1993.06,3085.1
1995.4,3116.2
1997.74,3120.4
2000.08,3118.5
2002.41,3120.0
2004.75,3080.25
2007.09,3086.25
2009.42,3124.75
2011.75,3146.6
2014.09,3149.0
2016.42,3142.05
2018.75,3148.6
2021.08,3176.4
2023.42,3196.95
2025.75,3180.8
2028.08,3193.7
2030.4,3195.25
2032.73,3177.0
2035.06,3153.25
2037.39,3168.6
2039.71,3194.35
2042.04,3179.55
2044.36,3175.5
2046.69,3187.5
2049.01,3219.35
2051.33,3217.9
2053.65,3243.8
2055.97,3238.75
2058.29,3227.2
2060.61,3240.95
2062.93,3250.7
2065.25,3235.25
2067.57,3205.25
2069.88,3239.15
2072.2,3257.1
2074.52,3269.6
2076.83,3266.25
2079.15,3233.35
2081.46,3284.15
2083.77,3294.9
2086.08,3301.1
2088.39,3316.0
2090.7,3303.75
2093.01,3319.7
2095.32,3334.9
2097.63,3305.1
2099.94,3277.7
2102.25,3336.75
2104.55,3376.3
2106.86,3352.5
2109.16,3329.75
2111.47,3325.6
2113.77,3354.5
2116.08,3348.65
2118.38,3361.45
2120.68,3397.15
2122.98,3385.15
2125.28,3361.5
2127.58,3326.8
2129.88,3377.7
2132.18,3418.5
2134.47,3376.9
2136.77,3345.25
2139.07,3377.05
2141.36,3410.0
2143.66,3392.55
2145.95,3359.6
2148.24,3354.9
2150.54,3367.85
2152.83,3359.8
2155.12,3357.1
2157.41,3388.9
2159.7,3399.0
2161.99,3400.0
2164.28,3389.9
2166.57,3385.3
2168.85,3397.95
2171.14,3359.5
2173.43,3370.15
2175.71,3345.2
2178.0,3368.95
2180.28,3419.3
2182.56,3413.9
2184.84,3360.45
2187.13,3377.5
2189.41,3362.45
2191.69,3363.65
2193.97,3357.25
2196.25,3330.1
2198.52,3337.8
2200.8,3345.75
2203.08,3348.5
2205.36,3346.65
2207.63,3358.95
2209.91,3331.3
2212.18,3363.9
2214.45,3355.55
2216.73,3329.65
2219.0,3366.5
2221.27,3372.65
2223.54,3318.15
2225.81,3309.0
2228.08,3269.85
2230.35,3277.75
2232.62,3263.2
2234.89,3324.9
2237.15,3302.45
2239.42,3287.0
2241.68,3299.5
2243.95,3284.1
2246.21,3267.05
2248.48,3226.5
2250.74,3235.1
2253.0,3242.55
2255.26,3219.55
2257.52,3239.55
2259.78,3235.15
2262.04,3209.25
2264.3,3179.7
2266.56,3172.95
2268.82,3203.15
2271.07,3206.85
2273.33,3221.25
2275.58,3176.25
2277.84,3185.3
2280.09,3162.25
2282.35,3149.0
2284.6,3142.1
2286.85,3121.75
2289.1,3142.3
2291.35,3156.1
2293.6,3154.35
2295.85,3129.05
2298.1,3093.85
2300.35,3113.3
2302.6,3116.1
2304.84,3108.15
2307.09,3116.45
2309.33,3114.4
2311.58,3109.75
2313.82,3109.75
2316.07,3101.45
2318.31,3069.05
2320.55,3048.15
2322.79,3031.2
2325.03,3071.75
2327.27,3074.3
2329.51,3050.0
2331.75,3051.9
2333.99,3035.35
2336.23,3018.45
2338.46,3023.8
2340.7,3027.1
2342.93,3016.8
2345.17,3015.5
2347.4,2999.5
2349.64,2988.55
2351.87,3005.2
2354.1,2972.55
2356.33,3005.9
2358.56,2986.45
2360.79,2976.65
2363.02,2955.75
2365.25,2956.3
2367.48,2954.55
