cm-1,Intensity
-123.878,1859.8
-120.866,1864.1
-117.855,1860.9
-114.845,1860.1
-111.836,1862.55
-108.828,1860.35
-105.821,1862.1
-102.815,1862.15
-99.8104,1860.7
-96.8065,1860.35
-93.8036,1861.3
-90.8016,1861.25
-87.8007,1861.25
-84.8008,1863.55
-81.8019,1861.45
-78.8039,1861.55
-75.807,1862.05
-72.8111,1860.1
-69.8161,1861.3
-66.8222,1864.6
-63.8293,1861.5
-60.8373,1861.45
-57.8464,1861.65
-54.8564,1860.8
-51.8675,1860.7
-48.8795,1863.7
-45.8926,1861.7
-42.9066,1862.9
-39.9216,1863.75
-36.9377,1862.6
-33.9547,1864.05
-30.9727,1864.25
-27.9917,1864.0
-25.0117,1867.85
-22.0326,1870.15
-19.0546,1876.35
-16.0776,1902.15
-13.1015,1999.35
-10.1265,2379.15
-7.1524,3151.1
-4.17932,3925.1
-1.20723,4072.55
1.76388,3473.75
4.734,2620.3
7.70313,2017.55
10.6713,1879.45
13.6384,1868.3
16.6046,1866.45
19.5698,1866.75
22.534,1867.1
25.4972,1868.7
28.4595,1870.45
31.4207,1870.0
34.381,1872.6
37.3403,1874.75
40.2986,1878.85
43.256,1888.9
46.2123,1930.3
49.1677,2045.85
52.1221,2391.85
55.0755,3066.65
58.0279,3932.3
60.9794,4867.25
63.9299,5531.85
66.8794,5933.15
69.8279,6179.55
72.7754,6289.7
75.722,6282.35
78.6676,6148.95
81.6122,6028.2
84.5559,5979.4
87.4985,5947.6
90.4402,5910.95
93.381,5943.9
96.3207,5871.3
99.2595,5805.05
102.197,5730.15
105.134,5705.75
108.07,5703.15
111.005,5708.55
113.939,5748.8
116.872,5721.35
119.804,5740.15
122.735,5655.75
125.665,5488.5
128.594,5434.25
131.522,5395.3
134.449,5399.6
137.375,5390.95
140.301,5309.6
143.225,5261.4
146.148,5277.2
149.07,5324.25
151.992,5329.9
154.912,5392.3
157.832,5331.9
160.75,5308.45
163.668,5353.35
166.584,5367.9
169.5,5342.65
172.414,5318.85
175.328,5302.8
178.241,5305.45
181.153,5391.8
184.063,5514.6
186.973,5509.1
189.882,5451.65
192.79,5461.4
195.697,5530.35
198.603,5606.15
201.508,5614.75
204.412,5579.4
207.315,5558.25
210.217,5465.8
213.119,5452.85
216.019,5508.6
218.918,5575.0
221.816,5587.15
224.714,5608.5
227.61,5647.85
230.506,5710.3
233.4,5609.65
236.294,5619.25
239.187,5629.9
242.078,5722.4
244.969,5789.0
247.859,5798.65
250.748,5727.45
253.636,5803.55
256.523,5827.6
259.409,5814.4
262.294,5882.85
265.178,5949.35
268.061,5922.95
270.943,6024.55
273.824,5933.95
276.705,5904.2
279.584,5869.65
282.463,5886.4
285.34,5806.7
288.217,5961.05
291.092,5978.2
293.967,6031.6
296.841,6049.8
299.713,6014.15
302.585,5978.95
305.456,5974.65
308.326,5884.0
311.195,5883.75
314.063,5876.7
316.93,5959.95
319.797,5999.6
322.662,5989.6
325.526,5959.9
328.389,5936.7
331.252,5877.7
334.113,5895.3
336.974,6007.95
339.834,6084.15
342.692,6095.8
345.55,6186.75
348.407,6134.0
351.263,6077.25
354.118,6093.7
356.972,6107.55
359.825,6161.75
362.677,6205.45
365.529,6148.9
368.379,6204.65
371.228,6225.6
374.077,6224.8
376.924,6304.85
379.771,6266.85
382.616,6305.9
385.461,6346.15
388.305,6304.45
391.148,6264.15
393.99,6361.25
396.831,6358.6
399.671,6319.85
402.51,6384.2
405.348,6383.15
408.186,6362.25
411.022,6381.15
413.858,6414.9
416.692,6495.5
419.526,6470.65
422.359,6252.65
425.19,6324.8
428.021,6486.5
430.851,6514.0
433.68,6512.95
436.508,6443.85
439.335,6489.15
442.162,6567.1
444.987,6478.9
447.811,6463.5
450.635,6531.2
453.458,6548.65
456.279,6461.05
459.1,6599.7
461.92,6721.05
464.739,6705.65
467.557,6625.4
470.374,6681.75
473.19,6689.7
476.005,6735.0
478.82,6778.75
481.633,6702.75
484.445,6719.05
487.257,6780.1
490.068,6798.85
492.878,6812.45
495.686,6732.4
498.494,6745.5
501.301,6802.3
504.107,6847.7
506.913,6862.25
509.717,6856.55
512.52,6893.6
515.323,6877.45
518.124,6855.05
520.925,6790.2
523.725,6814.55
526.524,6959.1
529.322,7032.75
532.119,7059.0
534.915,7021.8
537.71,6971.5
540.504,6919.8
543.298,6943.0
546.09,7031.3
548.882,6987.4
551.673,7042.75
554.462,7119.2
557.251,7212.8
560.039,7288.2
562.826,7279.8
565.613,7204.0
568.398,7209.4
571.182,7278.2
573.966,7213.15
576.748,7208.75
579.53,7184.8
582.311,7144.85
585.091,7241.15
587.87,7215.95
590.648,7219.75
593.425,7302.45
596.201,7329.6
598.977,7252.65
601.751,7300.65
604.525,7307.0
607.298,7335.4
610.069,7377.0
612.84,7377.25
615.61,7407.9
618.38,7301.25
621.148,7418.9
623.915,7664.85
626.682,7762.5
629.447,7906.2
632.212,8104.9
634.976,8065.5
637.739,7872.7
640.501,7599.1
643.262,7479.6
646.022,7522.85
648.781,7517.6
651.54,7532.25
654.297,7567.9
657.054,7676.85
659.81,7677.7
662.565,7693.0
665.319,7633.9
668.072,7577.9
670.824,7616.35
673.575,7601.7
676.326,7718.4
679.075,7803.6
681.824,7785.2
684.572,7781.4
687.319,7812.15
690.065,7683.35
692.81,7647.85
