cm-1,Intensity
109.24,9276.45
113.61,9130.05
117.976,8997.35
122.339,8886.7
126.699,8691.7
131.056,8586.35
135.41,8586.35
139.761,8533.05
144.108,8385.6
148.453,8260.95
152.795,8265.0
157.133,8270.5
161.468,8322.25
165.8,8263.9
170.13,8150.2
174.456,8159.3
178.779,8148.75
183.099,8102.8
187.416,8034.7
191.729,8131.35
196.04,8140.2
200.348,8101.7
204.653,8040.15
208.954,8140.4
213.253,8193.45
217.548,8120.85
221.841,8076.6
226.13,8044.0
230.417,8153.15
234.7,8132.5
238.98,8122.5
243.258,8081.1
247.532,8059.7
251.803,8109.8
256.072,8129.5
260.337,8129.15
264.599,8166.8
268.859,8075.55
273.115,8081.95
277.368,8076.1
281.618,8040.45
285.866,7976.8
290.11,8045.85
294.351,8043.55
298.59,7989.35
302.825,7882.45
307.057,7862.5
311.287,7911.6
315.513,7961.55
319.737,7865.25
323.957,7841.15
328.175,7875.85
332.389,7914.8
336.601,7857.4
340.809,7753.15
345.015,7837.05
349.218,7859.25
353.418,7808.3
357.615,7794.45
361.808,7845.15
365.999,7783.45
370.188,7720.05
374.373,7781.95
378.555,7733.9
382.734,7632.55
386.911,7670.1
391.084,7692.35
395.255,7576.55
399.422,7599.85
403.587,7593.4
407.749,7532.85
411.908,7583.4
416.064,7581.4
420.217,7448.1
424.367,7491.75
428.514,7419.95
432.659,7539.2
436.8,7538.2
440.939,7417.45
445.075,7312.6
449.208,7360.75
453.338,7345.45
457.465,7308.75
461.589,7304.05
465.711,7229.85
469.829,7269.05
473.945,7279.2
478.058,7226.65
482.168,7170.5
486.275,7159.65
490.379,7160.5
494.481,7162.9
498.579,7095.5
502.675,7093.85
506.768,7082.05
510.858,7125.85
514.946,7092.85
519.03,6990.95
523.112,6949.45
527.191,6985.9
531.267,7027.3
535.34,6995.2
539.41,6954.6
543.478,6902.15
547.542,6892.45
551.604,6922.55
555.664,6941.75
559.72,6932.75
563.773,6856.35
567.824,6829.5
571.872,6823.1
575.917,6817.55
579.96,6762.7
583.999,6697.35
588.036,6618.05
592.07,6703.15
596.102,6779.15
600.13,6722.55
604.156,6709.8
608.179,6717.2
612.199,6666.25
616.216,6701.5
620.231,6689.65
624.243,6753.0
628.252,6851.15
632.259,6907.6
636.262,6800.5
640.263,6646.65
644.261,6653.75
648.257,6553.65
652.25,6471.35
656.24,6480.1
660.227,6533.6
664.211,6553.35
668.193,6529.5
672.172,6469.3
676.149,6495.85
680.122,6536.35
684.093,6434.45
688.062,6458.15
692.027,6488.8
695.99,6467.65
699.95,6478.15
703.907,6530.8
707.862,6535.4
711.814,6409.4
715.763,6379.9
719.71,6355.0
723.654,6394.65
727.595,6385.7
731.534,6340.85
735.47,6336.85
739.403,6333.05
743.334,6318.95
747.261,6311.3
751.187,6317.3
755.109,6291.75
759.029,6301.0
762.946,6259.9
766.861,6265.3
770.773,6237.35
774.682,6219.85
778.589,6265.6
782.493,6264.15
786.394,6308.1
790.293,6282.5
794.189,6281.6
798.082,6254.75
801.973,6286.05
805.861,6286.55
809.746,6306.6
813.629,6315.75
817.509,6295.55
821.387,6233.65
825.262,6187.55
829.134,6181.7
833.004,6215.75
836.871,6284.55
840.736,6301.8
844.598,6283.05
848.457,6410.0
852.314,6409.6
856.168,6358.95
860.019,6326.2
863.868,6300.25
867.715,6224.7
871.558,6206.5
875.4,6193.15
879.238,6166.95
883.074,6107.35
886.908,6041.6
890.738,6067.1
894.567,6030.15
898.392,6060.95
902.216,6074.7
906.036,5989.25
909.854,5946.55
913.669,5921.75
917.482,5933.55
921.293,5908.45
925.1,5908.9
928.906,5890.75
932.708,5861.65
936.508,5897.85
940.306,5841.3
944.101,5881.45
947.894,5872.85
951.684,5824.15
955.471,5796.55
959.256,5807.2
963.038,5826.65
966.818,5814.9
970.595,5782.1
974.37,5795.05
978.142,5792.65
981.912,5757.0
985.679,5759.75
989.444,5776.45
993.206,5835.05
996.966,5807.75
1000.72,5787.85
1004.48,5754.5
1008.23,5731.45
1011.98,5726.4
1015.73,5739.7
1019.47,5724.75
1023.21,5733.65
1026.95,5687.55
1030.69,5718.45
1034.43,5661.2
1038.16,5686.5
1041.89,5654.85
1045.61,5627.7
1049.34,5641.5
1053.06,5657.75
1056.78,5643.8
1060.5,5597.55
1064.21,5593.0
1067.93,5608.4
1071.64,5586.55
1075.34,5636.65
1079.05,5641.15
1082.75,5631.6
1086.45,5651.35
1090.15,5663.35
1093.85,5683.55
1097.54,5725.3
1101.23,5702.75
1104.92,5658.9
1108.6,5702.65
1112.29,5699.35
1115.97,5616.85
1119.64,5598.15
1123.32,5617.25
1126.99,5594.65
1130.67,5562.55
1134.33,5523.5
1138.0,5497.5
1141.66,5477.9
1145.33,5483.4
1148.98,5445.1
1152.64,5435.65
1156.29,5468.75
1159.95,5478.5
1163.6,5489.6
1167.24,5520.45
1170.89,5499.95
1174.53,5477.95
1178.17,5489.6
1181.81,5453.0
1185.44,5410.0
1189.07,5409.25
1192.7,5372.45
1196.33,5356.5
1199.96,5355.35
1203.58,5352.05
1207.2,5351.25
1210.82,5379.75
1214.44,5377.25
1218.05,5373.4
1221.66,5347.0
1225.27,5328.55
1228.88,5347.7
1232.48,5355.0
1236.08,5331.4
1239.68,5344.1
1243.28,5377.15
1246.87,5368.55
