cm-1,Intensity
-123.878,1852.0
-120.866,1853.15
-117.855,1852.15
-114.845,1852.2
-111.836,1852.4
-108.828,1851.35
-105.821,1852.7
-102.815,1853.65
-99.8104,1852.05
-96.8065,1851.85
-93.8036,1851.8
-90.8016,1852.15
-87.8007,1853.35
-84.8008,1853.15
-81.8019,1852.15
-78.8039,1851.9
-75.807,1852.3
-72.8111,1852.65
-69.8161,1853.35
-66.8222,1853.2
-63.8293,1852.1
-60.8373,1853.15
-57.8464,1852.6
-54.8564,1853.45
-51.8675,1853.15
-48.8795,1853.2
-45.8926,1853.65
-42.9066,1851.6
-39.9216,1854.45
-36.9377,1853.6
-33.9547,1853.95
-30.9727,1855.55
-27.9917,1855.3
-25.0117,1857.45
-22.0326,1859.05
-19.0546,1862.95
-16.0776,1880.15
-13.1015,1950.95
-10.1265,2246.2
-7.1524,3019.45
-4.17932,3660.75
-1.20723,3886.15
1.76388,3434.3
4.734,2515.9
7.70313,1976.8
10.6713,1864.7
13.6384,1856.95
16.6046,1854.7
19.5698,1855.6
22.534,1855.1
25.4972,1853.15
28.4595,1853.85
31.4207,1852.55
34.381,1852.35
37.3403,1853.75
40.2986,1854.25
43.256,1853.35
46.2123,1855.6
49.1677,1861.95
52.1221,1877.85
55.0755,1909.65
58.0279,1945.5
60.9794,1981.55
63.9299,2007.9
66.8794,2029.25
69.8279,2025.6
72.7754,2035.5
75.722,2040.0
78.6676,2035.9
81.6122,2028.2
84.5559,2028.3
87.4985,2025.1
90.4402,2029.8
93.381,2031.75
96.3207,2032.0
99.2595,2032.3
102.197,2027.65
105.134,2026.6
108.07,2020.0
111.005,2015.8
113.939,2005.45
116.872,1995.55
119.804,1995.7
122.735,1990.5
125.665,1987.55
128.594,1988.4
131.522,1979.45
134.449,1974.8
137.375,1971.3
140.301,1968.75
143.225,1964.8
146.148,1967.9
149.07,1965.7
151.992,1960.75
154.912,1964.9
157.832,1963.45
160.75,1963.6
163.668,1962.75
166.584,1960.9
169.5,1961.1
172.414,1957.2
175.328,1963.05
178.241,1966.75
181.153,1961.85
184.063,1965.55
