cm-1,Intensity
109.24,4976.4
113.61,4966.95
117.976,4958.75
122.339,4904.7
126.699,4857.2
131.056,4859.9
135.41,4866.1
139.761,4873.45
144.108,4852.75
148.453,4851.35
152.795,4840.35
157.133,4850.3
161.468,4846.15
165.8,4849.7
170.13,4863.7
174.456,4864.7
178.779,4845.95
183.099,4821.8
187.416,4820.85
191.729,4825.0
196.04,4834.85
200.348,4829.9
204.653,4831.4
208.954,4837.25
213.253,4816.9
217.548,4794.55
221.841,4803.55
226.13,4755.05
230.417,4761.05
234.7,4769.25
238.98,4776.25
243.258,4803.9
247.532,4784.85
251.803,4803.6
256.072,4779.5
260.337,4786.4
264.599,4777.25
268.859,4743.65
273.115,4743.5
277.368,4740.95
281.618,4764.75
285.866,4741.35
290.11,4731.3
294.351,4713.6
298.59,4720.05
302.825,4702.1
307.057,4737.1
311.287,4746.95
315.513,4733.65
319.737,4727.7
323.957,4725.25
328.175,4718.25
332.389,4718.5
336.601,4711.05
340.809,4697.45
345.015,4681.85
349.218,4716.9
353.418,4716.6
357.615,4688.55
361.808,4662.8
365.999,4671.3
370.188,4681.8
374.373,4679.0
378.555,4692.95
382.734,4695.45
386.911,4673.8
391.084,4675.95
395.255,4725.55
399.422,4736.45
403.587,4719.25
407.749,4681.3
411.908,4658.3
416.064,4647.6
420.217,4637.8
424.367,4643.25
428.514,4647.25
432.659,4621.6
436.8,4616.65
440.939,4634.85
445.075,4634.8
449.208,4632.15
453.338,4629.15
457.465,4627.8
461.589,4626.95
465.711,4596.25
469.829,4568.15
473.945,4570.15
478.058,4591.7
482.168,4599.05
486.275,4582.7
490.379,4560.55
494.481,4555.2
498.579,4544.1
502.675,4533.4
506.768,4539.15
510.858,4554.4
514.946,4531.95
519.03,4544.0
523.112,4525.5
527.191,4542.25
531.267,4536.45
535.34,4513.55
539.41,4495.05
543.478,4510.5
547.542,4507.55
551.604,4493.55
555.664,4484.85
559.72,4490.6
563.773,4502.85
567.824,4493.25
571.872,4466.75
575.917,4458.95
579.96,4450.65
583.999,4480.35
588.036,4463.4
592.07,4459.95
596.102,4475.7
600.13,4478.85
604.156,4471.9
608.179,4453.7
612.199,4451.55
616.216,4446.1
620.231,4428.25
624.243,4433.2
628.252,4419.7
632.259,4419.05
636.262,4408.25
640.263,4438.35
644.261,4447.6
648.257,4401.8
652.25,4397.65
656.24,4397.0
660.227,4396.15
664.211,4392.35
668.193,4422.7
672.172,4388.65
676.149,4380.75
680.122,4393.15
684.093,4383.55
688.062,4389.4
692.027,4385.75
695.99,4380.2
699.95,4382.1
703.907,4368.9
707.862,4361.1
711.814,4347.65
715.763,4361.35
719.71,4382.5
723.654,4372.7
727.595,4356.2
731.534,4368.1
735.47,4367.2
739.403,4361.7
743.334,4364.05
747.261,4351.95
751.187,4343.65
755.109,4355.4
759.029,4359.75
762.946,4337.25
766.861,4331.3
770.773,4328.1
774.682,4325.75
778.589,4342.3
782.493,4352.0
786.394,4354.85
790.293,4349.65
794.189,4357.25
798.082,4363.05
801.973,4399.8
805.861,4411.1
809.746,4425.05
813.629,4381.45
817.509,4371.55
821.387,4349.7
825.262,4358.3
829.134,4376.3
833.004,4366.05
836.871,4373.0
840.736,4385.95
844.598,4356.1
848.457,4332.55
852.314,4328.15
856.168,4320.65
860.019,4321.3
863.868,4305.35
867.715,4300.85
871.558,4298.8
875.4,4310.45
879.238,4307.0
883.074,4300.25
886.908,4287.7
890.738,4288.4
894.567,4288.1
898.392,4296.65
902.216,4294.1
906.036,4284.25
909.854,4279.35
913.669,4282.85
917.482,4274.8
921.293,4279.3
925.1,4276.05
928.906,4284.0
932.708,4266.4
936.508,4277.8
940.306,4300.65
944.101,4298.05
947.894,4284.0
951.684,4285.85
955.471,4271.25
959.256,4269.85
963.038,4270.45
966.818,4276.7
970.595,4296.4
974.37,4285.6
978.142,4263.3
981.912,4275.0
985.679,4278.3
989.444,4270.15
993.206,4277.2
996.966,4275.75
1000.72,4274.75
1004.48,4263.9
1008.23,4268.8
1011.98,4268.3
1015.73,4253.35
1019.47,4258.25
1023.21,4261.35
1026.95,4265.5
1030.69,4275.75
1034.43,4271.25
1038.16,4251.2
1041.89,4242.75
1045.61,4249.3
1049.34,4259.45
1053.06,4256.15
1056.78,4252.15
1060.5,4244.45
1064.21,4238.6
1067.93,4229.25
1071.64,4224.7
1075.34,4223.45
1079.05,4234.35
1082.75,4236.85
1086.45,4232.05
1090.15,4245.4
1093.85,4241.4
1097.54,4222.5
1101.23,4221.55
1104.92,4221.95
1108.6,4231.55
1112.29,4223.65
1115.97,4232.25
1119.64,4227.95
1123.32,4236.1
1126.99,4229.3
1130.67,4237.15
1134.33,4235.25
1138.0,4245.2
1141.66,4255.95
1145.33,4250.75
