cm-1,Intensity
-123.878,1852.15
-120.866,1852.55
-117.855,1852.6
-114.845,1853.0
-111.836,1852.85
-108.828,1852.35
-105.821,1853.15
-102.815,1853.25
-99.8104,1853.15
-96.8065,1852.4
-93.8036,1852.45
-90.8016,1852.9
-87.8007,1853.55
-84.8008,1854.05
-81.8019,1853.4
-78.8039,1853.0
-75.807,1852.95
-72.8111,1852.35
-69.8161,1852.95
-66.8222,1853.1
-63.8293,1853.45
-60.8373,1852.9
-57.8464,1853.65
-54.8564,1853.0
-51.8675,1853.45
-48.8795,1854.9
-45.8926,1854.45
-42.9066,1851.95
-39.9216,1855.2
-36.9377,1854.05
-33.9547,1854.75
-30.9727,1854.65
-27.9917,1857.3
-25.0117,1856.7
-22.0326,1861.35
-19.0546,1867.1
-16.0776,1890.8
-13.1015,1997.75
-10.1265,2281.6
-7.1524,2965.45
-4.17932,3489.7
-1.20723,3562.6
1.76388,3046.3
4.734,2345.85
7.70313,1953.75
10.6713,1865.25
13.6384,1855.3
16.6046,1854.45
19.5698,1854.6
22.534,1854.15
25.4972,1856.7
28.4595,1854.95
31.4207,1853.8
34.381,1855.05
37.3403,1853.35
40.2986,1854.55
43.256,1855.8
46.2123,1858.3
49.1677,1868.7
52.1221,1894.05
55.0755,1945.15
58.0279,2013.55
60.9794,2080.4
63.9299,2141.9
66.8794,2169.35
69.8279,2190.1
72.7754,2195.6
75.722,2184.6
78.6676,2178.7
81.6122,2165.8
84.5559,2157.75
87.4985,2174.65
90.4402,2175.95
93.381,2180.75
96.3207,2164.4
99.2595,2168.1
102.197,2160.75
105.134,2176.15
108.07,2160.35
111.005,2147.75
113.939,2132.9
116.872,2130.6
119.804,2116.85
122.735,2117.85
125.665,2110.5
128.594,2098.85
131.522,2081.55
134.449,2091.45
137.375,2090.05
140.301,2081.9
143.225,2077.1
146.148,2071.2
149.07,2067.7
151.992,2073.7
154.912,2067.2
157.832,2066.45
160.75,2062.5
163.668,2061.45
166.584,2061.25
169.5,2062.3
172.414,2066.65
175.328,2057.6
178.241,2066.05
181.153,2070.7
184.063,2077.45
186.973,2061.4
189.882,2064.35
192.79,2059.1
195.697,2059.15
198.603,2065.6
201.508,2067.85
204.412,2071.15
207.315,2059.5
210.217,2060.95
213.119,2051.9
216.019,2062.95
218.918,2059.65
221.816,2050.35
224.714,2050.9
227.61,2043.8
230.506,2046.4
233.4,2045.95
236.294,2039.25
239.187,2045.35
242.078,2044.15
244.969,2035.3
247.859,2038.7
250.748,2041.1
253.636,2038.95
256.523,2038.6
259.409,2032.25
262.294,2036.5
265.178,2029.1
268.061,2026.5
270.943,2029.95
273.824,2031.0
276.705,2030.45
279.584,2032.7
282.463,2026.9
285.34,2022.45
288.217,2022.6
291.092,2020.7
293.967,2019.7
296.841,2028.3
299.713,2025.35
302.585,2027.45
305.456,2023.65
308.326,2026.95
311.195,2021.8
314.063,2027.65
316.93,2026.85
319.797,2029.45
322.662,2026.75
325.526,2025.0
328.389,2024.5
331.252,2022.5
334.113,2027.3
336.974,2026.5
339.834,2025.6
342.692,2028.0
345.55,2024.4
348.407,2030.9
