cm-1,Intensity
109.24,8210.8
113.61,8020.3
117.976,7927.3
122.339,7877.65
126.699,7781.7
131.056,7700.95
135.41,7583.25
139.761,7578.6
144.108,7549.65
148.453,7443.7
152.795,7459.1
157.133,7414.6
161.468,7408.35
165.8,7406.85
170.13,7381.05
174.456,7344.15
178.779,7334.2
183.099,7348.4
187.416,7317.25
191.729,7305.65
196.04,7289.55
200.348,7366.5
204.653,7353.4
208.954,7369.2
213.253,7362.35
217.548,7395.95
221.841,7329.1
226.13,7282.5
230.417,7309.45
234.7,7275.1
238.98,7275.55
243.258,7230.65
247.532,7269.8
251.803,7284.75
256.072,7224.2
260.337,7227.9
264.599,7255.7
268.859,7286.6
273.115,7323.25
277.368,7290.7
281.618,7223.85
285.866,7140.5
290.11,7163.3
294.351,7173.0
298.59,7124.35
302.825,7129.95
307.057,7102.0
311.287,7095.1
315.513,7094.6
319.737,7128.1
323.957,7043.8
328.175,7015.1
332.389,7038.75
336.601,7040.9
340.809,7034.2
345.015,7007.1
349.218,6974.75
353.418,6957.45
357.615,6957.7
361.808,6964.0
365.999,6940.55
370.188,6906.9
374.373,6911.75
378.555,6867.7
382.734,6863.95
386.911,6884.25
391.084,6863.35
395.255,6851.9
399.422,6808.05
403.587,6750.0
407.749,6815.05
411.908,6824.5
416.064,6777.1
420.217,6696.5
424.367,6700.4
428.514,6662.7
432.659,6669.75
436.8,6687.1
440.939,6657.05
445.075,6578.45
449.208,6606.5
453.338,6596.75
457.465,6598.3
461.589,6532.7
465.711,6513.05
469.829,6483.15
473.945,6493.5
478.058,6500.35
482.168,6487.35
486.275,6472.0
490.379,6456.25
494.481,6454.45
498.579,6423.3
502.675,6419.55
506.768,6389.85
510.858,6363.0
514.946,6344.95
519.03,6361.65
523.112,6342.0
527.191,6321.55
531.267,6308.5
535.34,6295.0
539.41,6267.1
543.478,6243.2
547.542,6327.8
551.604,6253.45
555.664,6261.25
559.72,6279.2
563.773,6258.3
567.824,6254.6
571.872,6233.0
575.917,6165.5
579.96,6101.15
583.999,6082.1
588.036,6102.55
592.07,6107.25
596.102,6153.6
600.13,6093.0
604.156,6130.35
608.179,6144.4
612.199,6093.95
616.216,6105.55
620.231,6138.3
624.243,6162.1
628.252,6197.85
632.259,6197.1
636.262,6123.5
640.263,6063.4
644.261,6068.6
648.257,6025.05
652.25,5990.15
656.24,6000.0
660.227,5958.6
664.211,5937.25
668.193,5947.1
672.172,5913.45
676.149,5907.9
680.122,5921.4
684.093,5934.9
688.062,5956.4
692.027,5939.15
695.99,5961.2
699.95,5990.25
703.907,5945.6
